participant,ROI,fold,TV_vis,TV_img,alignment_ratio,alignment_evaluable,align_d,null_mean,null_p05,null_p95,alignment_empirical_percentile
subj07,parietal,fold_2,,,,False,,,,,
subj07,parietal,fold_3,40.99475924370722,29.882347946770153,0.7289309291737615,True,4.0,0.15849480415039174,0.024067240900259614,0.742596808369002,0.88
subj08,V1,fold_0,24.542537718192754,14.270393428655492,0.5814554954550285,True,7.0,0.4648599345998096,0.07799757959055417,0.9870810805882134,0.59
subj08,V1,fold_1,16.43730953021828,6.098697742217836,0.37102773607846323,True,3.0,0.2055625201733477,0.0317062195137587,0.9095795780443939,0.85
subj08,V1,fold_2,8.324546108868207,5.237644371122685,0.629180774858461,True,1.0,0.08699498166474905,0.013504284578623802,0.22882059760364995,0.96
subj08,V1,fold_3,14.879905708312336,4.201828287505681,0.2823827227049175,True,3.0,0.19856523102550433,0.04844890046111011,0.9458717094531975,0.91
subj08,V2,fold_0,23.2579681123873,16.440535189738494,0.7068775359177739,True,11.0,0.5992618592212151,0.17265943513237172,0.9455514754591693,0.43
subj08,V2,fold_1,16.304984743726344,7.500816671273361,0.46003211834708674,True,4.0,0.27767362073405233,0.06078896293805033,0.8155976860403806,0.78
subj08,V2,fold_2,14.352250354929481,7.966903333680906,0.555097851323682,True,9.0,0.5698877955731777,0.1828544757976852,0.9321757689753418,0.48
subj08,V2,fold_3,11.065789201965725,4.786307529951104,0.4325319633868378,True,2.0,0.17866846275715442,0.04097168136463057,0.8327631554978029,0.92
subj08,V3,fold_0,16.890102779832965,11.727506546111952,0.6943419290565105,True,7.0,0.5031966423574898,0.155672101237729,0.9606565292786359,0.59
subj08,V3,fold_1,,,,False,,,,,
subj08,V3,fold_2,6.536847529106023,1.5046124947690838,0.23017402319231609,True,1.0,0.12089453667657214,0.02751985404375559,0.20684178519031537,0.95
subj08,V3,fold_3,11.110987994050852,7.929575134917103,0.7136696699845981,True,3.0,0.30807533705363244,0.08026579891790875,0.9514053314817299,0.81
subj08,hV4,fold_0,6.9507499438997264,7.308993497616102,1.0515402735831096,True,1.0,0.1778930343251654,0.026339196446368982,1.0,1.0
subj08,hV4,fold_1,7.684842503612786,4.76991597303272,0.620691441729651,True,2.0,0.30802788534539266,0.04165096064593131,0.9556654783068563,0.77
subj08,hV4,fold_2,4.671950634369947,2.048719059012171,0.43851470602887876,True,3.0,0.5077758636831617,0.11305052098494271,1.091330811579714,0.63
subj08,hV4,fold_3,7.744270468815684,4.660441341242062,0.601792171387678,True,4.0,0.5289322944315181,0.12446098166595895,1.0466090304536946,0.57
subj08,ventral,fold_0,60.07962000988056,30.030391931699757,0.4998432401330273,True,7.0,0.25341912345581447,0.09342588662999045,0.7036437144318378,0.84
subj08,ventral,fold_1,85.51039023312305,55.31129436554282,0.6468371178607674,True,11.0,0.30561225471147163,0.10989838465170203,0.7046514959697447,0.81
subj08,ventral,fold_2,55.62528474277238,28.417777659331907,0.5108787809490601,True,10.0,0.3244356637428508,0.1414205046583224,0.7092021185332746,0.78
subj08,ventral,fold_3,38.34995032803755,42.29699057162131,1.1029216520444378,True,8.0,0.28710053625572984,0.14193194309783905,0.6337140046947195,1.0
subj08,lateral,fold_0,27.627484584126158,26.684416783633367,0.9658648691805027,True,4.0,0.2253997431524748,0.08463083680075081,0.5311193276619548,1.0
subj08,lateral,fold_1,51.39873512204508,34.326287337897,0.667843036533682,True,7.0,0.260084634824115,0.10006028439147992,0.706815917569101,0.88
subj08,lateral,fold_2,32.22847650268987,17.34220858136583,0.538102028493913,True,3.0,0.19213927402459807,0.049999847541658905,0.7213010794142513,0.91
subj08,lateral,fold_3,54.705525074192494,38.37945678186053,0.7015645445283581,True,6.0,0.2303219327796151,0.08343828417757528,0.690501339240236,0.95
subj08,parietal,fold_0,28.53002277168121,19.16906849998139,0.6718911040971384,True,1.0,0.04013230498741173,0.0073955078895233325,0.0494390037614195,0.98
subj08,parietal,fold_1,42.73055780052853,22.067986773763625,0.5164450901104471,True,8.0,0.25767497249722615,0.09413492769199208,0.6667126927896898,0.85
subj08,parietal,fold_2,30.833278100635038,16.21681308289568,0.5259516367337432,True,8.0,0.2536253896719666,0.10109440610215467,0.7305525684764249,0.84
subj08,parietal,fold_3,43.44482036026046,32.79301857997708,0.7548199833270177,True,12.0,0.28273982416044524,0.09854075133751057,0.7567880005096328,0.93
