participant,ROI,fold,n_voxels,d_vis,d_vis_reason,vis_peak_test_r,d_img,d_img_reason,img_peak_test_r,TV_vis,TV_img,alignment_ratio,alignment_evaluable,alignment_reason,align_d,null_mean,null_p05,null_p95,alignment_empirical_percentile,vis_projector_hash,img_projector_hash,v2v_r_model,v2i_r_model,dimension_ratio_fold
subj07,V3,fold_1,15,9.0,OK,0.3386843631276862,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.09910803392436902,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,5722d55234c870c2,,1,4,
subj07,V3,fold_2,15,1.0,OK,0.3592993902169937,2.0,OK,0.1172533783753193,12.412069430425372,7.402013476049584,0.596356112696665,True,OK,2.0,0.14667717660534849,0.029900786305466245,0.5835808752596104,0.98,f318a00e61b1a473,a7ba6c25bef45343,5,12,2.0
subj07,V3,fold_3,15,3.0,OK,0.3406740786020264,2.0,OK,0.18718958518036855,5.008591677417076,6.036577966800699,1.2052445788341353,True,OK,2.0,0.4078780859764977,0.10060320699451072,1.104381750467706,1.0,b8aa936bb8809382,aab25b20569d3efd,8,2,0.6666666666666666
subj07,hV4,fold_0,8,1.0,OK,0.21249051763131355,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.22065131724316883,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,4e9fd9dec92e2782,,3,4,
subj07,hV4,fold_1,8,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.13148191438420395,5.0,OK,0.11468206838467296,4.449130047018025,2.99042976641357,0.6721380887523998,True,OK,5.0,0.7304973058280155,0.5039660112907343,0.9415267928902069,0.35,,153c4c10d6b01450,5,5,
subj07,hV4,fold_2,8,6.0,OK,0.21168875332213496,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.3408226358552947,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,a4a694d1cf43b733,,7,1,
subj07,hV4,fold_3,8,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.12343737020503348,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.14636706465140503,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,,,2,8,
subj07,ventral,fold_0,131,4.0,OK,0.3394954700730134,2.0,OK,0.20504763440475157,31.029224803510758,17.900863507584617,0.5769033426049126,True,OK,2.0,0.12548229840563965,0.02902837517160579,0.6401651092762584,0.91,96d5d80deb2e6a60,35879db886fd223c,10,12,0.5
subj07,ventral,fold_1,131,2.0,OK,0.04473219051275993,8.0,OK,0.04227348101016208,52.73814165679062,38.01084149150138,0.7207466986392583,True,OK,8.0,0.22975996554388492,0.07421470605643618,0.5355898894690553,0.99,e6ab595b90a73194,955fd0c1180e345d,8,7,4.0
subj07,ventral,fold_2,131,3.0,OK,0.04764151975975871,3.0,OK,0.1275894227776708,28.390892984245554,25.19314837716366,0.8873672410073061,True,OK,3.0,0.147843037622236,0.04260017338962342,0.43178566111711125,1.0,e118dda3c1eb0ab1,289eb1b70ce46492,4,3,1.0
subj07,ventral,fold_3,131,4.0,OK,0.3296197010843791,2.0,OK,0.06646859101471493,54.206328727237214,41.92263973724442,0.7733901321411466,True,OK,2.0,0.07360087073395166,0.012247577853317192,0.30410245070731273,1.0,2ffce0e6ac439803,4480da62ca29d62b,11,3,0.5
subj07,lateral,fold_0,123,1.0,OK,0.14332240898072204,1.0,OK,0.23753484277594097,24.976202051275518,27.864464657412917,1.115640584593601,True,OK,1.0,0.06197732202982432,0.011740727584143254,0.25575561156647214,1.0,b2f46d2e1ca642f9,a273e0b2f9abedde,1,2,1.0
subj07,lateral,fold_1,123,5.0,OK,0.02484494131465607,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.01304271962324654,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,51d8849a68b1b4b0,,5,8,
subj07,lateral,fold_2,123,6.0,OK,0.1636551680573854,2.0,OK,0.09505703684157972,21.654452463138412,22.913892608206346,1.0581607938234334,True,OK,2.0,0.1859602843413435,0.03882071916450764,0.7816620196137509,1.0,f1f79e424b035f7c,ae6fe5c3121b057f,11,4,0.3333333333333333
subj07,lateral,fold_3,123,6.0,OK,0.0005564175140411002,12.0,OK,0.015005000001519778,60.298461184815324,54.68889642576013,0.9069700179932979,True,OK,12.0,0.38262366293636985,0.1473123447065995,0.7796945175199125,1.0,d0bf695ba9f0e201,05e2863549df25ad,10,3,2.0
subj07,parietal,fold_0,50,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.07093288193224612,12.0,OK,0.025191212317204722,31.69251733262776,25.971925969805053,0.8194970976024899,True,OK,12.0,0.3779091837954972,0.16407071870120063,0.7325932822517762,0.98,,f4c58283e9db952c,12,12,
subj07,parietal,fold_1,50,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.19139761966934146,1.0,OK,0.3479087327636141,13.907839982938093,16.583416042561698,1.1923789792596087,True,OK,1.0,0.07759577467022284,0.01140751771503018,0.1355955785421436,1.0,,311bc096b4af3e69,2,12,
subj07,parietal,fold_2,50,8.0,OK,0.14486788142653792,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.020873807575783734,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,28add1417b671c5d,,12,5,
subj07,parietal,fold_3,50,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.050410941240971695,4.0,OK,0.03609237628197163,40.99475924370722,29.882347946770153,0.7289309291737615,True,OK,4.0,0.15849480415039174,0.024067240900259614,0.742596808369002,0.88,,2de2892c97495cfe,2,12,
subj08,V1,fold_0,22,3.0,OK,0.6254916652094669,7.0,OK,0.2320443182617119,24.542537718192754,14.270393428655492,0.5814554954550285,True,OK,7.0,0.4648599345998096,0.07799757959055417,0.9870810805882134,0.59,8c1ec8f944c01ec7,5937f7992247e39b,4,8,2.3333333333333335
subj08,V1,fold_1,22,4.0,OK,0.7105728436228765,3.0,OK,0.06386189283461065,16.43730953021828,6.098697742217836,0.37102773607846323,True,OK,3.0,0.2055625201733477,0.0317062195137587,0.9095795780443939,0.85,d406e2ba8924aba1,a7de810327d85281,11,3,0.75
subj08,V1,fold_2,22,2.0,OK,0.5990712476083719,1.0,OK,0.22057141099910468,8.324546108868207,5.237644371122685,0.629180774858461,True,OK,1.0,0.08699498166474905,0.013504284578623802,0.22882059760364995,0.96,97b29f1770633dfa,1053b5a4d2aa9f98,10,4,0.5
subj08,V1,fold_3,22,3.0,OK,0.681985710120454,3.0,OK,0.17593713811001913,14.879905708312336,4.201828287505681,0.2823827227049175,True,OK,3.0,0.19856523102550433,0.04844890046111011,0.9458717094531975,0.91,dab9db291da407b5,8be1e936275c94e8,4,8,1.0
subj08,V2,fold_0,21,1.0,OK,0.5054097920734921,11.0,OK,0.14373684024206385,23.2579681123873,16.440535189738494,0.7068775359177739,True,OK,11.0,0.5992618592212151,0.17265943513237172,0.9455514754591693,0.43,5ed28dbf57e3d116,7ee3f23c1cba8956,6,9,11.0
subj08,V2,fold_1,21,3.0,OK,0.7274613647798501,4.0,OK,0.1380535329506635,16.304984743726344,7.500816671273361,0.46003211834708674,True,OK,4.0,0.27767362073405233,0.06078896293805033,0.8155976860403806,0.78,16b91f9ce916e8b2,fa05930c2e8b7aab,10,11,1.3333333333333333
subj08,V2,fold_2,21,4.0,OK,0.44896142320157284,9.0,OK,0.16714649346116342,14.352250354929481,7.966903333680906,0.555097851323682,True,OK,9.0,0.5698877955731777,0.1828544757976852,0.9321757689753418,0.48,652c0e74b1810ddf,89b37824f3bb9536,6,7,2.25
subj08,V2,fold_3,21,10.0,OK,0.5133709835344954,2.0,OK,0.19686914106383577,11.065789201965725,4.786307529951104,0.4325319633868378,True,OK,2.0,0.17866846275715442,0.04097168136463057,0.8327631554978029,0.92,82173163cb578a1a,a44fca6a893f2307,5,3,0.2
subj08,V3,fold_0,18,1.0,OK,0.5884098906877707,7.0,OK,0.13970498587180666,16.890102779832965,11.727506546111952,0.6943419290565105,True,OK,7.0,0.5031966423574898,0.155672101237729,0.9606565292786359,0.59,dc6d1012a6dcc843,ee02d42f240b700b,3,2,7.0
subj08,V3,fold_1,18,3.0,OK,0.5705117964613937,,NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,-0.03284810600336882,,,,False,NON_EVALUABLE_DIMG_NOT_EVALUABLE_NONPOSITIVE_TEST_PEAK,,,,,,0b47eb8fb1595397,,5,9,
subj08,V3,fold_2,18,2.0,OK,0.4293385324392022,1.0,OK,0.11284976071084084,6.536847529106023,1.5046124947690838,0.23017402319231609,True,OK,1.0,0.12089453667657214,0.02751985404375559,0.20684178519031537,0.95,a3a3b941b9aa1938,e2fbb75d3b0b9fd0,4,1,0.5
subj08,V3,fold_3,18,4.0,OK,0.48430951834915753,3.0,OK,0.1592416927738725,11.110987994050852,7.929575134917103,0.7136696699845981,True,OK,3.0,0.30807533705363244,0.08026579891790875,0.9514053314817299,0.81,b251a7dd750434f3,6c0e48e379899ee0,10,5,0.75
subj08,hV4,fold_0,10,1.0,OK,0.6561767317872913,1.0,OK,0.40975866519604776,6.9507499438997264,7.308993497616102,1.0515402735831096,True,OK,1.0,0.1778930343251654,0.026339196446368982,1.0,1.0,22edb98517323ea1,02e608bfedb28909,10,3,1.0
subj08,hV4,fold_1,10,2.0,OK,0.7159965014405708,2.0,OK,0.13149626663276276,7.684842503612786,4.76991597303272,0.620691441729651,True,OK,2.0,0.30802788534539266,0.04165096064593131,0.9556654783068563,0.77,28a94e55f1546abf,ea2ee35eece823de,8,4,1.0
subj08,hV4,fold_2,10,1.0,OK,0.5983663649996623,3.0,OK,0.22402993720187464,4.671950634369947,2.048719059012171,0.43851470602887876,True,OK,3.0,0.5077758636831617,0.11305052098494271,1.091330811579714,0.63,50a7ddbb72ae3bae,3493f40fe0bbe01b,3,5,3.0
subj08,hV4,fold_3,10,2.0,OK,0.6531638326832254,4.0,OK,0.211959645382729,7.744270468815684,4.660441341242062,0.601792171387678,True,OK,4.0,0.5289322944315181,0.12446098166595895,1.0466090304536946,0.57,35d8634f58a0a1fe,7e7824cde10ef39a,3,10,2.0
subj08,ventral,fold_0,167,2.0,OK,0.36702361904342545,7.0,OK,0.21841203711146664,60.07962000988056,30.030391931699757,0.4998432401330273,True,OK,7.0,0.25341912345581447,0.09342588662999045,0.7036437144318378,0.84,3b3d5478e6613701,a625d96b470c1300,5,7,3.5
subj08,ventral,fold_1,167,3.0,OK,0.3101043945969105,11.0,OK,0.05141511862263019,85.51039023312305,55.31129436554282,0.6468371178607674,True,OK,11.0,0.30561225471147163,0.10989838465170203,0.7046514959697447,0.81,a74db8414735e3d0,644e89c2a79f8b24,5,6,3.6666666666666665
subj08,ventral,fold_2,167,1.0,OK,0.31974418430475954,10.0,OK,0.11860563735498082,55.62528474277238,28.417777659331907,0.5108787809490601,True,OK,10.0,0.3244356637428508,0.1414205046583224,0.7092021185332746,0.78,910cbf5f87eca7e3,5429bcc1932f6311,5,10,10.0
subj08,ventral,fold_3,167,10.0,OK,0.27893067887199147,8.0,OK,0.07079649079070917,38.34995032803755,42.29699057162131,1.1029216520444378,True,OK,8.0,0.28710053625572984,0.14193194309783905,0.6337140046947195,1.0,e929d36b63bef5df,8434fc658dbb36bb,1,8,0.8
subj08,lateral,fold_0,174,3.0,OK,0.214017359153339,4.0,OK,0.27160472838209626,27.627484584126158,26.684416783633367,0.9658648691805027,True,OK,4.0,0.2253997431524748,0.08463083680075081,0.5311193276619548,1.0,e1ebdb393896d5aa,38ce47a1329e47eb,7,4,1.3333333333333333
subj08,lateral,fold_1,174,2.0,OK,0.2732647029393397,7.0,OK,0.08710549104852018,51.39873512204508,34.326287337897,0.667843036533682,True,OK,7.0,0.260084634824115,0.10006028439147992,0.706815917569101,0.88,61cf859b99995d25,8f2167e2e9661e75,12,12,3.5
subj08,lateral,fold_2,174,4.0,OK,0.24812039899365732,3.0,OK,0.14460446360716614,32.22847650268987,17.34220858136583,0.538102028493913,True,OK,3.0,0.19213927402459807,0.049999847541658905,0.7213010794142513,0.91,e8e351b2a8f42197,7924f7e1f13a4e44,9,12,0.75
subj08,lateral,fold_3,174,12.0,OK,0.19747433846046203,6.0,OK,0.16083255016558695,54.705525074192494,38.37945678186053,0.7015645445283581,True,OK,6.0,0.2303219327796151,0.08343828417757528,0.690501339240236,0.95,ca4f2f1c7c96385d,44af61526dc2cd03,12,12,0.5
subj08,parietal,fold_0,68,1.0,OK,0.35063616724543833,1.0,OK,0.20778140012866347,28.53002277168121,19.16906849998139,0.6718911040971384,True,OK,1.0,0.04013230498741173,0.0073955078895233325,0.0494390037614195,0.98,f3a22d3f76ca0ce7,4aa7597d025b3872,2,11,1.0
subj08,parietal,fold_1,68,5.0,OK,0.1931574955943477,8.0,OK,0.06954258420695295,42.73055780052853,22.067986773763625,0.5164450901104471,True,OK,8.0,0.25767497249722615,0.09413492769199208,0.6667126927896898,0.85,7f2ef7aed23abfca,65fb8b02b43f651a,6,10,1.6
subj08,parietal,fold_2,68,5.0,OK,0.23356819123196942,8.0,OK,0.08089132319234967,30.833278100635038,16.21681308289568,0.5259516367337432,True,OK,8.0,0.2536253896719666,0.10109440610215467,0.7305525684764249,0.84,71c9457cc78ee97c,4a65d76519323fcf,6,10,1.6
subj08,parietal,fold_3,68,1.0,OK,0.21962011079167085,12.0,OK,0.11710801809333399,43.44482036026046,32.79301857997708,0.7548199833270177,True,OK,12.0,0.28273982416044524,0.09854075133751057,0.7567880005096328,0.93,7847043fa876b748,30af23b9fba1af0f,12,4,12.0
