subject,roi,family,component,fold,R0,R_PRIOR,R_CORR,R_NULL_mean,E_NATIVE,R_ORACLE
subj06,lateral,behavior,OUT,0,0.14124846395462437,0.010382094493122312,0.005017142041502456,0.006907791513195579,-0.0018906494716931233,0.5991310300405708
subj06,lateral,behavior,OUT,1,0.04911832722374772,0.010218063267232867,0.00663031275075832,0.005005628116770392,0.0016246846339879285,0.5980955657914233
subj06,lateral,behavior,OUT,2,0.1006094773618907,0.019861079727106355,0.011715959599383822,0.00955305128684919,0.0021629083125346317,0.4690641304032616
subj06,lateral,behavior,OUT,3,0.09537243174859986,0.0136186894532818,0.009042389234830093,0.008523436293146091,0.0005189529416840012,0.4249297312219822
subj06,lateral,behavior,OUT,4,0.09549431390063584,0.012001380349230964,0.004555020912053869,0.006351373123043477,-0.001796352210989608,0.643467713564986
subj06,lateral,behavior,OUT,5,0.06214385333104115,0.014290602425663674,0.006915705272116307,0.011314978883614317,-0.00439927361149801,0.5869326657296784
subj07,lateral,anatomy,IN,0,0.1562635909536735,0.15309253860229968,0.10909925722434055,0.14741560181496252,-0.03831634459062197,0.182577392799297
subj07,lateral,anatomy,IN,1,0.10553508712330145,0.0986253641482861,0.10270998424564293,0.09688177056899704,0.005828213676645891,0.11081160424813172
subj07,lateral,anatomy,IN,2,0.16690386306562638,0.09032457280054695,0.137922101657876,0.10314380457404472,0.034778297083831275,0.1674258788610685
subj07,lateral,anatomy,IN,3,0.15262592259263733,0.10755018059027446,0.07314405575977109,0.12632682301635992,-0.053182767256588825,0.14963335178455603
subj07,lateral,anatomy,IN,4,0.10145872260548229,0.11958950148010515,0.0994764682051579,0.10768730476828337,-0.008210836563125462,0.11773844509081578
subj07,lateral,anatomy,IN,5,0.15686467145355176,0.16634808362783932,0.17011393276388365,0.1471262787983055,0.022987653965578142,0.17701798106796712
subj07,lateral,anatomy,OUT,0,0.1562635909536735,0.00987408520721694,0.006678490208577569,0.008184248252930716,-0.0015057580443531473,0.5590067847456587
subj07,lateral,anatomy,OUT,1,0.10553508712330145,0.0022877497654385415,0.007389680235259284,0.006590060148274626,0.0007996200869846582,0.6481834153700228
subj07,lateral,anatomy,OUT,2,0.16690386306562638,0.007263085371564064,0.0029662709635037343,0.004761769812377607,-0.0017954988488738726,0.5965576523894479
subj07,lateral,anatomy,OUT,3,0.15262592259263733,0.003017729417959704,0.008301135497499211,0.007487089341753573,0.0008140461557456383,0.6344947516749684
subj07,lateral,anatomy,OUT,4,0.10145872260548229,0.007426928569936899,0.008847100355028793,0.013207861248829169,-0.004360760893800376,0.6383726674975617
subj07,lateral,anatomy,OUT,5,0.15686467145355176,0.009000994441551051,0.016614019547385513,0.01208962855946201,0.004524390987923503,0.6206095691545956
subj07,lateral,behavior,IN,0,0.1562635909536735,0.15309253860229968,0.15646793525481772,0.13485807992331128,0.021609855331506445,0.182577392799297
subj07,lateral,behavior,IN,1,0.10553508712330145,0.0986253641482861,0.08960622261945608,0.0980574708844094,-0.008451248264953318,0.11081160424813172
subj07,lateral,behavior,IN,2,0.16690386306562638,0.09032457280054695,0.04171785914455727,0.12686380574735057,-0.08514594660279329,0.1674258788610685
subj07,lateral,behavior,IN,3,0.15262592259263733,0.10755018059027446,0.14820713522553433,0.11323365411154691,0.03497348111398742,0.14963335178455603
subj07,lateral,behavior,IN,4,0.10145872260548229,0.11958950148010515,0.10357773175779234,0.10501929296493237,-0.0014415612071400352,0.11773844509081578
subj07,lateral,behavior,IN,5,0.15686467145355176,0.16634808362783932,0.1434576406485357,0.14804729612742062,-0.00458965547888493,0.17701798106796712
subj07,lateral,behavior,OUT,0,0.1562635909536735,0.00987408520721694,0.0039768582197374225,0.008696665950422377,-0.004719807730684955,0.5590067847456587
subj07,lateral,behavior,OUT,1,0.10553508712330145,0.0022877497654385415,0.004729817686030249,0.007598249665834073,-0.0028684319798038243,0.6481834153700228
subj07,lateral,behavior,OUT,2,0.16690386306562638,0.007263085371564064,0.005903091424298864,0.005727297426857859,0.00017579399744100527,0.5965576523894479
subj07,lateral,behavior,OUT,3,0.15262592259263733,0.003017729417959704,0.0032848874110199587,0.008641812867334332,-0.005356925456314373,0.6344947516749684
subj07,lateral,behavior,OUT,4,0.10145872260548229,0.007426928569936899,0.017212345729821957,0.010819902426195712,0.006392443303626245,0.6383726674975617
subj07,lateral,behavior,OUT,5,0.15686467145355176,0.009000994441551051,0.01179958284457786,0.011439095366131993,0.0003604874784458676,0.6206095691545956
subj08,lateral,anatomy,IN,0,0.11430588205661721,0.08465952283594494,0.07556665656658716,0.08176789650612791,-0.006201239939540748,0.19799595257451813
subj08,lateral,anatomy,IN,1,0.045558450302665095,0.04276653067146917,0.040354725110356024,0.03982484988661781,0.0005298752237382146,0.08717647971552021
subj08,lateral,anatomy,IN,2,0.06557485899630351,0.029749256824636472,0.040671292866518674,0.029425773556452147,0.011245519310066527,0.12921199724509208
subj08,lateral,anatomy,IN,3,0.0707740832872125,0.04696839958201511,0.06060488444946209,0.04941933174685174,0.011185552702610353,0.14954528876186102
subj08,lateral,anatomy,IN,4,0.06781860374769322,0.03592618250984953,0.03237034497344651,0.04231696462011061,-0.009946619646664094,0.12436416642871165
subj08,lateral,anatomy,IN,5,0.050423096444881105,0.031753576894108126,0.019300624163874056,0.030315667978682095,-0.01101504381480804,0.11818905416740352
subj08,lateral,anatomy,OUT,0,0.11430588205661721,0.007664646166433201,0.0047890854957706236,0.003770270682139654,0.0010188148136309697,0.30362814470535754
subj08,lateral,anatomy,OUT,1,0.045558450302665095,0.004219812821111498,0.0024546228568504335,0.002951816771102436,-0.0004971939142520026,0.34492847869941745
subj08,lateral,anatomy,OUT,2,0.06557485899630351,0.010369409716761972,0.0016185422964118067,0.006250721339161753,-0.004632179042749946,0.3073723519959516
subj08,lateral,anatomy,OUT,3,0.0707740832872125,0.0048754650473368175,0.004256634531434858,0.0022960057309161694,0.001960628800518689,0.29435011086287277
subj08,lateral,anatomy,OUT,4,0.06781860374769322,0.0050776802169501065,0.004460982691389953,0.004773283571971716,-0.0003123008805817635,0.42976090066969796
subj08,lateral,anatomy,OUT,5,0.050423096444881105,0.005192041781508464,0.0030755892271913427,0.004218976617895717,-0.0011433873907043747,0.23390784788263158
subj08,lateral,behavior,IN,0,0.11430588205661721,0.08465952283594494,0.06984094786244013,0.07337712681836753,-0.0035361789559273937,0.19799595257451813
subj08,lateral,behavior,IN,1,0.045558450302665095,0.04276653067146917,0.04759499964200509,0.043893928654050327,0.0037010709879547604,0.08717647971552021
subj08,lateral,behavior,IN,2,0.06557485899630351,0.029749256824636472,0.032485209389405884,0.03122828336270581,0.0012569260267000747,0.12921199724509208
subj08,lateral,behavior,IN,3,0.0707740832872125,0.04696839958201511,0.06693639431927555,0.046502549700482315,0.02043384461879323,0.14954528876186102
subj08,lateral,behavior,IN,4,0.06781860374769322,0.03592618250984953,0.04002287812726088,0.03810486493258983,0.0019180131946710532,0.12436416642871165
subj08,lateral,behavior,IN,5,0.050423096444881105,0.031753576894108126,0.01949848655137517,0.02942552124669224,-0.009927034695317069,0.11818905416740352
subj08,lateral,behavior,OUT,0,0.11430588205661721,0.007664646166433201,0.004039782388873874,0.004309007563335424,-0.0002692251744615508,0.30362814470535754
subj08,lateral,behavior,OUT,1,0.045558450302665095,0.004219812821111498,0.002274455617346326,0.0036187893674403744,-0.0013443337500940486,0.34492847869941745
subj08,lateral,behavior,OUT,2,0.06557485899630351,0.010369409716761972,0.005353983941551002,0.00599096894814985,-0.0006369850065988478,0.3073723519959516
subj08,lateral,behavior,OUT,3,0.0707740832872125,0.0048754650473368175,0.0011720157101945588,0.0027232130962077257,-0.001551197386013167,0.29435011086287277
subj08,lateral,behavior,OUT,4,0.06781860374769322,0.0050776802169501065,0.004729985653601944,0.0046126280731685725,0.00011735758043337173,0.42976090066969796
subj08,lateral,behavior,OUT,5,0.050423096444881105,0.005192041781508464,0.007322910743833325,0.003616984642432258,0.003705926101401067,0.23390784788263158
