subject,roi,fold,donor,CKA_IN,CKA_OUT,w_IN,w_OUT
subj06,lateral,1,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,1,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj06,lateral,2,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,2,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,2,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,2,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,2,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
subj06,lateral,2,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,2,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj06,lateral,3,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,3,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,3,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,3,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,3,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
subj06,lateral,3,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,3,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj06,lateral,4,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,4,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,4,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,4,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,4,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
subj06,lateral,4,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,4,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj06,lateral,5,subj01,0.5346150779635715,0.36225432287950776,0.212467371416796,0.17264265178441793
subj06,lateral,5,subj02,0.4436747315765242,0.2565596202997899,0.04583539511990412,0.07089074154661147
subj06,lateral,5,subj03,0.4621559866190887,0.29380297193991134,0.16666892301773376,0.1387340009207035
subj06,lateral,5,subj04,0.457807572434202,0.30038343605464995,0.15378748757355576,0.09651639647392715
subj06,lateral,5,subj05,0.5259393768885666,0.3957432524890459,0.17603754505069627,0.2157906801888791
subj06,lateral,5,subj07,0.4168362232827833,0.23585005463935071,0.1514263831499949,0.16547931848376166
subj06,lateral,5,subj08,0.31550144720150797,0.1799515403019751,0.09377689467131918,0.1399462106016993
subj07,lateral,0,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,0,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,0,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,0,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,0,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,0,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,0,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj07,lateral,1,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,1,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,1,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,1,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,1,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,1,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,1,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj07,lateral,2,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,2,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,2,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,2,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,2,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,2,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,2,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj07,lateral,3,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,3,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,3,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,3,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,3,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,3,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,3,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj07,lateral,4,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,4,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,4,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,4,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,4,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,4,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,4,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj07,lateral,5,subj01,0.547028084000331,0.3125700174545558,0.18678640490710025,0.12054535812208411
subj07,lateral,5,subj02,0.4811773756529074,0.2445435768251436,0.09828536725635327,0.10483718356719646
subj07,lateral,5,subj03,0.45883512764896583,0.2709709187151637,0.1168323626388687,0.15343831320081489
subj07,lateral,5,subj04,0.46398040481315483,0.2923996663877796,0.11594339117770716,0.14301260770704272
subj07,lateral,5,subj05,0.5664306836761066,0.35098698171736975,0.25598005420584324,0.16911514835142483
subj07,lateral,5,subj06,0.4168362232827833,0.23585005463935071,0.14362841473223018,0.17694170293139205
subj07,lateral,5,subj08,0.32754571443609803,0.14854972233854583,0.08254400508189728,0.1321096861200451
subj08,lateral,0,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,0,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,0,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,0,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,0,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,0,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,0,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
subj08,lateral,1,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,1,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,1,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,1,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,1,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,1,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,1,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
subj08,lateral,2,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,2,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,2,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,2,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,2,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,2,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,2,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
subj08,lateral,3,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,3,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,3,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,3,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,3,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,3,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,3,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
subj08,lateral,4,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,4,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,4,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,4,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,4,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,4,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,4,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
subj08,lateral,5,subj01,0.446304410083496,0.2707341001717756,0.09588524429780736,0.12612057898767282
subj08,lateral,5,subj02,0.449333369596713,0.2501770117182756,0.2328250443062213,0.19974209631452688
subj08,lateral,5,subj03,0.41820779207413356,0.2441739614071538,0.2079992601766716,0.18889146369345752
subj08,lateral,5,subj04,0.3673193388884876,0.23303212440934518,0.07975392243320138,0.11285697881342598
subj08,lateral,5,subj05,0.4637737367639798,0.2680943985698562,0.17140294379190366,0.06580682444203985
subj08,lateral,5,subj06,0.31550144720150797,0.1799515403019751,0.11002743991897262,0.16282870066375946
subj08,lateral,5,subj07,0.32754571443609803,0.14854972233854583,0.10210614507522205,0.14375335708511766
