participant,ROI,D1_B0,D1_B1,B0_RAW_r,B1_RAW_r,G_B0,G_B1,RAW_loss,D1_loss,Delta_beta_sensitivity
subj02,hV4,0.11599227850855573,-0.0016886063662391298,0.2243002239965221,-0.0165061386062492,-0.10830794548796638,0.01481753224001007,0.2408063626027713,0.11768088487479486,-0.12312547772797644
subj02,lateral,0.20616502572546994,0.014503518710073552,0.1948459102704993,0.0156984396731481,0.011319115454970635,-0.0011949209630745493,0.1791474705973512,0.1916615070153964,0.012514036418045188
subj02,parietal,0.18505103726901942,-0.01672191083979805,0.1965796655641493,0.0537018306247243,-0.011528628295129878,-0.07042374146452235,0.142877834939425,0.20177294810881746,0.05889511316939247
subj02,ventral,0.15908072011345764,0.0943161562319928,0.1833872430042363,0.0877619062591678,-0.02430652289077867,0.006554249972824999,0.09562533674506851,0.06476456388146484,-0.03086077286360367
subj03,V1,0.4276178347513524,0.025597138306905944,0.3775176578206591,0.0147957253367582,0.050100176930693296,0.010801412970147743,0.3627219324839009,0.40202069644444643,0.039298763960545546
subj03,V2,0.21079899788366208,-0.05547596474005555,0.1276604946910083,0.0141975185991779,0.08313850319265378,-0.06967348333923344,0.1134629760918304,0.26627496262371764,0.15281198653188724
subj03,V3,0.15806535830904428,0.012749171759986726,0.2404631473872539,0.0427319343191282,-0.08239778907820963,-0.029982762559141476,0.19773121306812572,0.14531618654905756,-0.05241502651906815
subj03,hV4,0.18995640171852293,0.10384475729476705,0.1874369040761617,-0.027483659684109,0.002519497642361229,0.13132841697887604,0.2149205637602707,0.08611164442375588,-0.1288089193365148
subj03,lateral,0.08009417147138176,-0.08820195069628614,0.12452667896297,0.0161058108054254,-0.04443250749158824,-0.10430776150171155,0.10842086815754459,0.1682961221676679,0.05987525401012331
subj03,parietal,0.21966042865160493,0.013599976113047783,0.2535380106014601,-0.0817476173145425,-0.03387758194985516,0.09534759342759028,0.3352856279160026,0.20606045253855715,-0.12922517537744543
subj03,ventral,0.10231021381827488,-0.021150981034441504,0.118481769684039,0.0439245407659318,-0.01617155586576413,-0.0650755218003733,0.0745572289181072,0.12346119485271638,0.048903965934609175
subj04,V1,0.016762634857577174,0.0027366377975940642,0.2388332861018519,0.0092532003322959,-0.22207065124427472,-0.006516562534701837,0.229580085769556,0.01402599705998311,-0.21555408870957288
subj04,V2,0.21972118481753866,0.05443441373227474,0.1536966798552126,-0.0215290465200684,0.06602450496232606,0.07596346025234314,0.175225726375281,0.1652867710852639,-0.009938955290017093
subj04,V3,0.25066457867057645,-0.00999298918038722,0.246098892264789,0.0905644851688913,0.004565686405787445,-0.10055747434927853,0.15553440709589772,0.26065756785096367,0.10512316075506595
subj04,hV4,-0.02476325140208549,-0.005023970424677297,0.1301315960201719,0.0490296661566676,-0.1548948474222574,-0.0540536365813449,0.08110192986350431,-0.019739280977408194,-0.1008412108409125
subj04,lateral,0.07511023313994611,0.08704079234395863,0.0835425829288591,0.0193187929577676,-0.008432349788912996,0.06772199938619103,0.0642237899710915,-0.011930559204012522,-0.07615434917510402
subj04,parietal,0.13188779563963368,-0.055497799249379795,0.0278857099890339,-0.0898776977998199,0.10400208565059978,0.0343798985504401,0.1177634077888538,0.18738559488901346,0.06962218710015966
subj04,ventral,0.17188926699655963,-0.02272236055636094,0.1527028463129513,0.0016367156790603,0.01918642068360832,-0.024359076235421242,0.15106613063389102,0.19461162755292055,0.043545496919029536
subj05,V1,0.324695654296121,-0.12778683320791542,0.3422875119239318,-0.1448780066824354,-0.017591857627810792,0.017091173474519966,0.4871655186063672,0.4524824875040364,-0.034683031102330786
subj05,V2,0.2900908284775867,0.08453919201937528,0.2487594281392282,-0.053706008706896,0.041331400338358526,0.13824520072627128,0.3024654368461242,0.20555163645821145,-0.09691380038791275
subj05,V3,0.2345887805648486,0.04661715399304267,0.1565067401026533,0.0100455834744815,0.0780820404621953,0.03657157051856117,0.1464611566281718,0.18797162657180594,0.04151046994363414
subj05,hV4,0.1042620361194667,0.006539492521210336,0.1184198384998872,-0.0359331364821928,-0.014157802380420498,0.04247262900340314,0.15435297498208,0.09772254359825637,-0.056630431383823635
subj05,lateral,0.05027480028864839,-0.01489758754472038,0.0736639071373455,0.0298978299736774,-0.023389106848697105,-0.04479541751839778,0.04376607716366809,0.06517238783336878,0.02140631066970068
subj05,parietal,0.09648784707575157,0.06562892045583225,0.1025325434776494,0.0333184822320541,-0.006044696401897823,0.03231043822377815,0.06921406124559529,0.03085892661991932,-0.03835513462567597
subj05,ventral,0.09063372835150774,0.037620003890506605,0.1025618692466373,-0.0080652813869082,-0.011928140895129558,0.045685285277414805,0.1106271506335455,0.05301372446100113,-0.05761342617254437
subj06,V1,-0.13130143426551313,-0.11877219061500764,-0.130730881936756,-0.1016377496283068,-0.0005705523287571346,-0.017134440986700847,-0.029093132308449204,-0.012529243650505492,0.016563888657943712
subj06,V2,-0.03088584478876131,-0.003208168896648933,-0.0274251293151929,0.0023182337806352,-0.00346071547356841,-0.005526402677284133,-0.029743363095828097,-0.027677675892112376,0.0020656872037157215
subj06,V3,0.030908416996882293,-0.007440133633700451,0.0932744011491677,-0.0799601832913637,-0.062365984152285406,0.07252004965766325,0.17323458444053141,0.03834855063058275,-0.13488603380994868
subj06,hV4,0.13586157992125067,0.08786369281319527,0.0211942615447757,-0.0123016317175306,0.11466731837647497,0.10016532453072587,0.0334958932623063,0.0479978871080554,0.0145019938457491
subj06,lateral,0.18850015882621757,0.012529590289031814,0.2622962135798786,-0.0158376104494903,-0.07379605475366102,0.028367200738522114,0.27813382402936887,0.17597056853718576,-0.10216325549218311
subj06,parietal,0.12973762283691265,-0.17373958006105641,0.2246628108389389,0.0218498326032639,-0.09492518800202626,-0.1955894126643203,0.202812978235675,0.3034772028979691,0.10066422466229408
subj06,ventral,0.18125437286831186,0.06988012393755264,0.213284344402748,-0.0499763269742139,-0.032029971534436125,0.11985645091176653,0.2632606713769619,0.11137424893075923,-0.15188642244620268
subj07,V1,-0.07238630848276004,0.06514638891869363,-0.0297575137108137,0.0934955508520874,-0.04262879477194634,-0.028349161933393763,-0.1232530645629011,-0.13753269740145369,-0.014279632838552589
subj07,V2,-0.06566715362612563,0.03145131143660243,-0.0042922040327016,0.0350640597042804,-0.06137494959342403,-0.003612748267677969,-0.039356263736982,-0.09711846506272806,-0.05776220132574606
subj07,V3,-0.004974306812192075,0.01683487279410948,-0.0625614438926955,0.0409481641973153,0.05758713708050342,-0.024113291403205818,-0.1035096080900108,-0.021809179606301556,0.08170042848370923
subj07,hV4,-0.05603278565584628,-0.054756970814296126,-0.0782462085796615,-0.0452248609190316,0.022213422923815215,-0.009532109895264526,-0.0330213476606299,-0.001275814841550156,0.03174553281907974
subj07,lateral,-0.006722436077914212,-0.00177041881291404,0.0031031152474621,0.0205639856000089,-0.009825551325376311,-0.02233440441292294,-0.0174608703525468,-0.0049520172650001715,0.01250885308754663
subj07,parietal,-0.025878661280995707,-0.02185119601203187,0.0388585165482347,-0.008120667174738,-0.06473717782923041,-0.013730528837293868,0.0469791837229727,-0.004027465268963838,-0.05100664899193654
subj07,ventral,0.09057134171906106,-0.011315812079136268,0.0412488404433617,0.0456915683241945,0.04932250127569936,-0.05700738040333077,-0.004442727880832796,0.10188715379819732,0.10632988167903012
subj08,V1,0.1286430215199722,-0.03206280659975928,0.1510790031298635,0.0316968628621045,-0.022435981609891298,-0.06375966946186379,0.11938214026775901,0.1607058281197315,0.04132368785197249
subj08,V2,0.06999430962701766,-0.04377573012620982,0.0912347827612152,-0.0015521251837506,-0.021240473134197538,-0.04222360494245922,0.0927869079449658,0.11377003975322748,0.020983131808261682
subj08,V3,0.16000603762073962,-0.044259092226031596,0.1424155887219668,-0.0641774647917118,0.017590448898772815,0.0199183725656802,0.2065930535136786,0.2042651298467712,-0.0023279236669074
subj08,hV4,0.2831990325225447,-0.0074880972177686165,0.2475424257854364,-0.0435613053938109,0.0356566067371083,0.03607320817604229,0.2911037311792473,0.2906871297403133,-0.0004166014389340167
subj08,lateral,0.1842590771665468,0.005843175609449441,0.1198791579811049,-0.0244217142475279,0.06437991918544189,0.030264889856977343,0.1443008722286328,0.17841590155709736,0.03411502932846455
subj08,parietal,0.16944987076611973,-0.06229810216567062,0.2029988952266638,0.0088024242751717,-0.033549024460544086,-0.07110052644084232,0.19419647095149212,0.23174797293179034,0.03755150198029822
subj08,ventral,0.13038091620337666,0.017630380091482094,0.1189726996029039,0.0253365899031789,0.011408216600472768,-0.007706209811696806,0.093636109699725,0.11275053611189456,0.019114426412169566
