ROI,target_subject,identity_fold,vis_img_mean_sq_cos,vis_img_min_cos,vis_img_max_angle,cross_state_overlap
lateral,subj04,5,0.1815442144870758,0.0127106178551912,89.2717056274414,0.181544229388237
lateral,subj05,0,0.209722638130188,0.0597683228552341,86.573486328125,0.2097226083278656
lateral,subj05,1,0.2046330720186233,0.0013123957905918,89.92479705810547,0.2046330273151397
lateral,subj05,2,0.1996324211359024,0.007792190182954,89.55352783203125,0.1996324062347412
lateral,subj05,3,0.2227879464626312,0.0277388840913772,88.41046905517578,0.22278793156147
lateral,subj05,4,0.2001363784074783,0.0158521253615617,89.0916976928711,0.2001363933086395
lateral,subj05,5,0.1977859437465667,0.0449467301368713,87.42386627197266,0.1977859437465667
lateral,subj06,0,0.1894014179706573,0.0368773713707923,87.88660430908203,0.1894014179706573
lateral,subj06,1,0.1861012727022171,0.0261377152055501,88.50224304199219,0.1861012578010559
lateral,subj06,2,0.1940603405237198,0.0176421459764242,88.98912048339844,0.1940603107213974
lateral,subj06,3,0.1812886893749237,0.0072649987414479,89.583740234375,0.1812886893749237
lateral,subj06,4,0.1819098591804504,0.0047725001350045,89.72654724121094,0.1819098591804504
lateral,subj06,5,0.1911187171936035,0.0164684914052486,89.05638122558594,0.1911187022924423
lateral,subj07,0,0.1968846172094345,0.0578181520104408,86.68540954589844,0.1968846023082733
lateral,subj07,1,0.2280999720096588,0.0138768013566732,89.20488739013672,0.2280999422073364
lateral,subj07,2,0.2264999449253082,0.0384273678064346,87.7977294921875,0.2264999449253082
lateral,subj07,3,0.1978475749492645,0.0080643706023693,89.53793334960938,0.1978475749492645
lateral,subj07,4,0.1981123238801956,0.0007579324883408,89.95657348632812,0.1981123089790344
lateral,subj07,5,0.1757746040821075,0.0019829575903713,89.8863754272461,0.1757746040821075
lateral,subj08,0,0.1749438345432281,0.035320870578289,87.97583770751953,0.1749438643455505
lateral,subj08,1,0.1949965059757232,0.0147738587111234,89.15348815917969,0.194996491074562
lateral,subj08,2,0.1809539049863815,0.0022847896907478,89.86907958984375,0.1809539049863815
lateral,subj08,3,0.1928301900625229,0.0193475857377052,88.89138793945312,0.1928301900625229
lateral,subj08,4,0.1700866520404815,0.0143024465069174,89.18049621582031,0.1700866222381591
lateral,subj08,5,0.1932736337184906,0.0162233673036098,89.07041931152344,0.1932736486196518
parietal,subj01,0,0.3505437672138214,0.1006726175546646,84.22209167480469,0.350543737411499
parietal,subj01,1,0.3034215569496155,0.1219450458884239,82.9956283569336,0.3034215271472931
parietal,subj01,2,0.3069583177566528,0.0442273914813995,87.46512603759766,0.3069583177566528
