ROI,target_subject,identity_fold,K,R_Y_SRM,R_X_SRM,R_Y_VISFULL,R_X_VISFULL,SRM_truncation_loss,cross_state_span_loss,outside_visual_fraction,R_Y_VIS_at_O2K,R_Y_VIS_full,delta_retention_unused
parietal,subj05,0,2,0.0040739239193499,0.6766855716705322,0.4714511334896087,0.7668517231941223,0.4673772095702588,0.5285488665103912,0.5285488665103912,0.0183880906552076,0.4714511334896087,0.4530630428344011
parietal,subj05,1,2,0.555097758769989,0.7806962132453918,0.8415905237197876,0.8795206546783447,0.2864927649497986,0.1584094762802124,0.1584094762802124,0.7899511456489563,0.8415905237197876,0.0516393780708313
parietal,subj05,2,2,0.0185035597532987,0.6102339029312134,0.3503626585006714,0.7345608472824097,0.3318590987473726,0.6496373414993286,0.6496373414993286,0.0205064192414283,0.3503626585006714,0.329856239259243
parietal,subj05,3,2,0.013521141372621,0.7778931260108948,0.1467590034008026,0.8381521701812744,0.1332378620281815,0.8532409965991974,0.8532409965991974,0.0132370693609118,0.1467590034008026,0.1335219340398907
parietal,subj05,4,3,0.1172622814774513,0.7115101218223572,0.3331179916858673,0.7733396291732788,0.2158557102084159,0.6668820083141327,0.6668820083141327,0.1163102611899375,0.3331179916858673,0.2168077304959297
parietal,subj05,5,2,0.1207141652703285,0.6425700783729553,0.2457968294620514,0.8366323709487915,0.1250826641917228,0.7542031705379486,0.7542031705379486,0.1197884902358055,0.2457968294620514,0.1260083392262458
parietal,subj06,0,2,0.1304446309804916,0.6018509268760681,0.6355676054954529,0.7665925025939941,0.5051229745149612,0.3644323945045471,0.3644323945045471,0.1568765044212341,0.6355676054954529,0.4786911010742187
parietal,subj06,1,2,0.0403426736593246,0.3852967321872711,0.4677992463111877,0.8586979508399963,0.4274565726518631,0.5322007536888123,0.5322007536888123,0.0026605550665408,0.4677992463111877,0.4651386912446469
parietal,subj06,2,2,0.2067611217498779,0.3727685213088989,0.6656141877174377,0.6438173055648804,0.4588530659675598,0.3343858122825622,0.3343858122825622,0.3123349845409393,0.6656141877174377,0.3532792031764984
parietal,subj06,3,2,0.2518512606620788,0.2069205939769745,0.7238954901695251,0.5917717814445496,0.4720442295074463,0.2761045098304748,0.2761045098304748,0.1316762566566467,0.7238954901695251,0.5922192335128784
parietal,subj06,4,2,0.1560138761997223,0.554391622543335,0.5776329636573792,0.6566708087921143,0.4216190874576568,0.4223670363426208,0.4223670363426208,0.316191703081131,0.5776329636573792,0.2614412605762481
parietal,subj06,5,2,0.0099067650735378,0.7205916047096252,0.5322625637054443,0.7514514327049255,0.5223557986319065,0.4677374362945556,0.4677374362945556,0.1455470919609069,0.5322625637054443,0.3867154717445373
