subject,roi,family,component,removed_donor,SIM_full,SIM_loo,dSIM,R_full,R_loo,dR
subj04,lateral,anatomy,IN,subj03,0.3058868899793968,0.2903102874348075,-0.015576602544589258,0.1019574319795381,0.09670620335376873,-0.0052512286257693774
subj04,lateral,anatomy,IN,subj05,0.3058868899793968,0.3058868899793968,0.0,0.1019574319795381,0.1019574319795381,0.0
subj04,lateral,anatomy,IN,subj06,0.3058868899793968,0.3058868899793968,0.0,0.1019574319795381,0.1019574319795381,0.0
subj04,lateral,anatomy,IN,subj07,0.3058868899793968,0.34482458541578537,0.038937695436388586,0.1019574319795381,0.10148903700429261,-0.00046839497524549245
subj04,lateral,anatomy,IN,subj08,0.3058868899793968,0.3058868899793968,0.0,0.1019574319795381,0.1019574319795381,0.0
subj04,lateral,anatomy,OUT,subj01,0.03588575115483391,0.03588575115483391,0.0,0.006849011189539061,0.006849011189539061,0.0
subj04,lateral,anatomy,OUT,subj02,0.03588575115483391,0.03588575115483391,0.0,0.006849011189539061,0.006849011189539061,0.0
subj04,lateral,anatomy,OUT,subj03,0.03588575115483391,0.03254408154833976,-0.003341669606494152,0.006849011189539061,0.006463360856322021,-0.0003856503332170403
subj04,lateral,anatomy,OUT,subj05,0.03588575115483391,0.03588575115483391,0.0,0.006849011189539061,0.006849011189539061,0.0
subj04,lateral,anatomy,OUT,subj06,0.03588575115483391,0.03588575115483391,0.0,0.006849011189539061,0.006849011189539061,0.0
subj04,lateral,anatomy,OUT,subj07,0.03588575115483391,0.0662395461574672,0.030353795002633292,0.006849011189539061,0.011201923258115332,0.004352912068576271
subj04,lateral,anatomy,OUT,subj08,0.03588575115483391,0.03588575115483391,0.0,0.006849011189539061,0.006849011189539061,0.0
subj04,lateral,behavior,IN,subj01,0.289999897661462,0.289999897661462,0.0,0.10190029451077515,0.10190029451077515,0.0
subj04,lateral,behavior,IN,subj02,0.289999897661462,0.2842363164141027,-0.005763581247359317,0.10190029451077515,0.1031478445783488,0.001247550067573655
subj04,lateral,behavior,IN,subj03,0.289999897661462,0.289999897661462,0.0,0.10190029451077515,0.10190029451077515,0.0
subj04,lateral,behavior,IN,subj05,0.289999897661462,0.289999897661462,0.0,0.10190029451077515,0.10190029451077515,0.0
subj04,lateral,behavior,IN,subj06,0.289999897661462,0.3254905501680622,0.03549065250660022,0.10190029451077515,0.10379905228816487,0.001898757777389723
subj04,lateral,behavior,IN,subj07,0.289999897661462,0.289999897661462,0.0,0.10190029451077515,0.10190029451077515,0.0
subj04,lateral,behavior,IN,subj08,0.289999897661462,0.289999897661462,0.0,0.10190029451077515,0.10190029451077515,0.0
subj04,lateral,behavior,OUT,subj01,0.08694226445368773,0.08694226445368773,0.0,0.004106325750665903,0.004106325750665903,0.0
subj04,lateral,behavior,OUT,subj02,0.08694226445368773,0.08820375344244986,0.0012614889887621328,0.004106325750665903,0.0038110890916734116,-0.00029523665899249115
subj04,lateral,behavior,OUT,subj03,0.08694226445368773,0.08694226445368773,0.0,0.004106325750665903,0.004106325750665903,0.0
subj04,lateral,behavior,OUT,subj05,0.08694226445368773,0.08694226445368773,0.0,0.004106325750665903,0.004106325750665903,0.0
subj04,lateral,behavior,OUT,subj06,0.08694226445368773,0.062019753360670275,-0.024922511093017456,0.004106325750665903,0.01162810157702613,0.007521775826360227
subj04,lateral,behavior,OUT,subj07,0.08694226445368773,0.08694226445368773,0.0,0.004106325750665903,0.004106325750665903,0.0
subj04,lateral,behavior,OUT,subj08,0.08694226445368773,0.08694226445368773,0.0,0.004106325750665903,0.004106325750665903,0.0
subj05,lateral,anatomy,IN,subj01,0.3638736930604509,0.3580704694259924,-0.00580322363445851,0.1090061848545963,0.11237567285015249,0.0033694879955561835
subj05,lateral,anatomy,IN,subj02,0.3638736930604509,0.35528081705314724,-0.008592876007303685,0.1090061848545963,0.10803260233976864,-0.0009735825148276672
subj05,lateral,anatomy,IN,subj03,0.3638736930604509,0.3638736930604509,0.0,0.1090061848545963,0.1090061848545963,0.0
subj05,lateral,anatomy,IN,subj04,0.3638736930604509,0.3638736930604509,0.0,0.1090061848545963,0.1090061848545963,0.0
subj05,lateral,anatomy,IN,subj06,0.3638736930604509,0.3638736930604509,0.0,0.1090061848545963,0.1090061848545963,0.0
subj05,lateral,anatomy,IN,subj07,0.3638736930604509,0.36258097837517345,-0.001292714685277474,0.1090061848545963,0.1110702776093709,0.0020640927547745935
subj05,lateral,anatomy,IN,subj08,0.3638736930604509,0.3664530562040764,0.0025793631436255016,0.1090061848545963,0.10720086339357598,-0.0018053214610203178
subj05,lateral,anatomy,OUT,subj01,0.13480019322868184,0.1332357662602913,-0.001564426968390542,0.014325989526682873,0.015788102142461624,0.0014621126157787507
subj05,lateral,anatomy,OUT,subj02,0.13480019322868184,0.12890805155218862,-0.005892141676493212,0.014325989526682873,0.007245329887984424,-0.00708065963869845
subj05,lateral,anatomy,OUT,subj03,0.13480019322868184,0.13480019322868184,0.0,0.014325989526682873,0.014325989526682873,0.0
subj05,lateral,anatomy,OUT,subj04,0.13480019322868184,0.13480019322868184,0.0,0.014325989526682873,0.014325989526682873,0.0
subj05,lateral,anatomy,OUT,subj06,0.13480019322868184,0.13480019322868184,0.0,0.014325989526682873,0.014325989526682873,0.0
subj05,lateral,anatomy,OUT,subj07,0.13480019322868184,0.1274671007281154,-0.007333092500566435,0.014325989526682873,0.014491421124374385,0.00016543159769151147
subj05,lateral,anatomy,OUT,subj08,0.13480019322868184,0.1352524584437354,0.00045226521505356554,0.014325989526682873,0.013322635279081521,-0.0010033542476013523
subj05,lateral,behavior,IN,subj01,0.3728853813055138,0.37047819353259515,-0.002407187772918651,0.10434229431644239,0.10792522695516556,0.0035829326387231686
subj05,lateral,behavior,IN,subj02,0.3728853813055138,0.3668391096939143,-0.006046271611599485,0.10434229431644239,0.09985152201791776,-0.004490772298524626
subj05,lateral,behavior,IN,subj03,0.3728853813055138,0.36149602604093545,-0.011389355264578349,0.10434229431644239,0.11130415924248264,0.0069618649260402565
subj05,lateral,behavior,IN,subj04,0.3728853813055138,0.3752905444276009,0.002405163122087106,0.10434229431644239,0.10511788884454919,0.0007755945281067989
subj05,lateral,behavior,IN,subj06,0.3728853813055138,0.3641770755721125,-0.008708305733401311,0.10434229431644239,0.10714912210354804,0.0028068277871056563
subj05,lateral,behavior,IN,subj07,0.3728853813055138,0.37801050388093654,0.005125122575422747,0.10434229431644239,0.09686913433210753,-0.007473159984334857
subj05,lateral,behavior,IN,subj08,0.3728853813055138,0.37645102742563535,0.0035656461201215572,0.10434229431644239,0.10306895143101398,-0.001273342885428408
subj05,lateral,behavior,OUT,subj01,0.12745596782887356,0.12752668284645075,7.071501757718868e-05,0.01573814346543318,0.016951832587139812,0.0012136891217066313
subj05,lateral,behavior,OUT,subj02,0.12745596782887356,0.12623465585823465,-0.0012213119706389053,0.01573814346543318,0.013202567197135162,-0.0025355762682980187
subj05,lateral,behavior,OUT,subj03,0.12745596782887356,0.1271384447596877,-0.0003175230691858655,0.01573814346543318,0.015166894789483508,-0.0005712486759496729
subj05,lateral,behavior,OUT,subj04,0.12745596782887356,0.13720818559781492,0.009752217768941362,0.01573814346543318,0.013675053671887696,-0.002063089793545485
subj05,lateral,behavior,OUT,subj06,0.12745596782887356,0.1088923564511835,-0.018563611377690054,0.01573814346543318,0.015203144142217573,-0.0005349993232156083
subj05,lateral,behavior,OUT,subj07,0.12745596782887356,0.13058873638351273,0.003132768554639176,0.01573814346543318,0.014068176102886153,-0.0016699673625470285
subj05,lateral,behavior,OUT,subj08,0.12745596782887356,0.1242204571703849,-0.0032355106584886634,0.01573814346543318,0.015049704815077794,-0.0006884386503553871
subj06,lateral,anatomy,IN,subj01,0.2691818540325736,0.2691818540325736,0.0,0.08078923284369009,0.08078923284369009,0.0
subj06,lateral,anatomy,IN,subj02,0.2691818540325736,0.2691818540325736,0.0,0.08078923284369009,0.08078923284369009,0.0
subj06,lateral,anatomy,IN,subj03,0.2691818540325736,0.2482302955462302,-0.02095155848634342,0.08078923284369009,0.08302611974034531,0.002236886896655216
subj06,lateral,anatomy,IN,subj04,0.2691818540325736,0.2691818540325736,0.0,0.08078923284369009,0.08078923284369009,0.0
subj06,lateral,anatomy,IN,subj05,0.2691818540325736,0.2691818540325736,0.0,0.08078923284369009,0.08078923284369009,0.0
subj06,lateral,anatomy,IN,subj07,0.2691818540325736,0.2691818540325736,0.0,0.08078923284369009,0.08078923284369009,0.0
subj06,lateral,anatomy,IN,subj08,0.2691818540325736,0.3116791926514847,0.042497338618911085,0.08078923284369009,0.047758753983375535,-0.03303047886031456
subj06,lateral,anatomy,OUT,subj01,0.1489201878986194,0.1489201878986194,0.0,0.007336662662679611,0.007336662662679611,0.0
subj06,lateral,anatomy,OUT,subj02,0.1489201878986194,0.1489201878986194,0.0,0.007336662662679611,0.007336662662679611,0.0
subj06,lateral,anatomy,OUT,subj03,0.1489201878986194,0.14421711928183714,-0.004703068616782269,0.007336662662679611,0.007919264643125278,0.0005826019804456668
subj06,lateral,anatomy,OUT,subj04,0.1489201878986194,0.1489201878986194,0.0,0.007336662662679611,0.007336662662679611,0.0
subj06,lateral,anatomy,OUT,subj05,0.1489201878986194,0.1489201878986194,0.0,0.007336662662679611,0.007336662662679611,0.0
subj06,lateral,anatomy,OUT,subj07,0.1489201878986194,0.1489201878986194,0.0,0.007336662662679611,0.007336662662679611,0.0
subj06,lateral,anatomy,OUT,subj08,0.1489201878986194,0.11677403312715112,-0.03214615477146829,0.007336662662679611,0.004027577909267366,-0.0033090847534122444
subj06,lateral,behavior,IN,subj01,0.2885864369628243,0.2885864369628243,0.0,0.0709260853693436,0.0709260853693436,0.0
subj06,lateral,behavior,IN,subj02,0.2885864369628243,0.2885864369628243,0.0,0.0709260853693436,0.0709260853693436,0.0
subj06,lateral,behavior,IN,subj03,0.2885864369628243,0.2885864369628243,0.0,0.0709260853693436,0.0709260853693436,0.0
subj06,lateral,behavior,IN,subj04,0.2885864369628243,0.34181304328889156,0.05322660632606724,0.0709260853693436,0.0819415739868392,0.0110154886174956
subj06,lateral,behavior,IN,subj05,0.2885864369628243,0.2885864369628243,0.0,0.0709260853693436,0.0709260853693436,0.0
subj06,lateral,behavior,IN,subj07,0.2885864369628243,0.2853237480128521,-0.0032626889499722256,0.0709260853693436,0.07184468423553021,0.0009185988661866151
subj06,lateral,behavior,IN,subj08,0.2885864369628243,0.2885864369628243,0.0,0.0709260853693436,0.0709260853693436,0.0
subj06,lateral,behavior,OUT,subj01,0.08724288705940109,0.08724288705940109,0.0,0.007312754968440811,0.007312754968440811,0.0
subj06,lateral,behavior,OUT,subj02,0.08724288705940109,0.08724288705940109,0.0,0.007312754968440811,0.007312754968440811,0.0
subj06,lateral,behavior,OUT,subj03,0.08724288705940109,0.08724288705940109,0.0,0.007312754968440811,0.007312754968440811,0.0
subj06,lateral,behavior,OUT,subj04,0.08724288705940109,0.12464311050679833,0.03740022344739724,0.007312754968440811,0.01463624841078137,0.007323493442340559
subj06,lateral,behavior,OUT,subj05,0.08724288705940109,0.08724288705940109,0.0,0.007312754968440811,0.007312754968440811,0.0
subj06,lateral,behavior,OUT,subj07,0.08724288705940109,0.08966001671977414,0.002417129660373052,0.007312754968440811,0.007453119657529445,0.00014036468908863384
subj06,lateral,behavior,OUT,subj08,0.08724288705940109,0.08724288705940109,0.0,0.007312754968440811,0.007312754968440811,0.0
subj07,lateral,anatomy,IN,subj01,0.34091862784145505,0.34091862784145505,0.0,0.11541096664277868,0.11541096664277868,0.0
subj07,lateral,anatomy,IN,subj02,0.34091862784145505,0.34091862784145505,0.0,0.11541096664277868,0.11541096664277868,0.0
subj07,lateral,anatomy,IN,subj03,0.34091862784145505,0.34091862784145505,0.0,0.11541096664277868,0.11541096664277868,0.0
subj07,lateral,anatomy,IN,subj04,0.34091862784145505,0.3303715719186166,-0.010547055922838444,0.11541096664277868,0.11471908987196383,-0.0006918767708148504
subj07,lateral,anatomy,IN,subj05,0.34091862784145505,0.3490769168381193,0.008158288996664265,0.11541096664277868,0.11751691130801417,0.00210594466523549
subj07,lateral,anatomy,IN,subj06,0.34091862784145505,0.34091862784145505,0.0,0.11541096664277868,0.11541096664277868,0.0
subj07,lateral,anatomy,IN,subj08,0.34091862784145505,0.34091862784145505,0.0,0.11541096664277868,0.11541096664277868,0.0
subj07,lateral,anatomy,OUT,subj01,0.06668202889979326,0.06668202889979326,0.0,0.00846611613454235,0.00846611613454235,0.0
subj07,lateral,anatomy,OUT,subj02,0.06668202889979326,0.06668202889979326,0.0,0.00846611613454235,0.00846611613454235,0.0
subj07,lateral,anatomy,OUT,subj03,0.06668202889979326,0.06668202889979326,0.0,0.00846611613454235,0.00846611613454235,0.0
subj07,lateral,anatomy,OUT,subj04,0.06668202889979326,0.06685134496727067,0.00016931606747741523,0.00846611613454235,0.008260038254272397,-0.0002060778802699531
subj07,lateral,anatomy,OUT,subj05,0.06668202889979326,0.09162899279440652,0.02494696389461326,0.00846611613454235,0.009466210021078116,0.0010000938865357654
subj07,lateral,anatomy,OUT,subj06,0.06668202889979326,0.06668202889979326,0.0,0.00846611613454235,0.00846611613454235,0.0
subj07,lateral,anatomy,OUT,subj08,0.06668202889979326,0.06668202889979326,0.0,0.00846611613454235,0.00846611613454235,0.0
subj07,lateral,behavior,IN,subj01,0.30872781167201374,0.30872781167201374,0.0,0.11383908744178224,0.11383908744178224,0.0
subj07,lateral,behavior,IN,subj02,0.30872781167201374,0.30872781167201374,0.0,0.11383908744178224,0.11383908744178224,0.0
subj07,lateral,behavior,IN,subj03,0.30872781167201374,0.3303715719186166,0.02164376024660286,0.11383908744178224,0.11471908987196383,0.0008800024301815895
subj07,lateral,behavior,IN,subj04,0.30872781167201374,0.30872781167201374,0.0,0.11383908744178224,0.11383908744178224,0.0
subj07,lateral,behavior,IN,subj05,0.30872781167201374,0.30872781167201374,0.0,0.11383908744178224,0.11383908744178224,0.0
subj07,lateral,behavior,IN,subj06,0.30872781167201374,0.3096820339260054,0.0009542222539916656,0.11383908744178224,0.1080427668804379,-0.00579632056134434
subj07,lateral,behavior,IN,subj08,0.30872781167201374,0.30872781167201374,0.0,0.11383908744178224,0.11383908744178224,0.0
subj07,lateral,behavior,OUT,subj01,0.06989386078726566,0.06989386078726566,0.0,0.007817763885914385,0.007817763885914385,0.0
subj07,lateral,behavior,OUT,subj02,0.06989386078726566,0.06989386078726566,0.0,0.007817763885914385,0.007817763885914385,0.0
subj07,lateral,behavior,OUT,subj03,0.06989386078726566,0.06685134496727067,-0.003042515819994984,0.007817763885914385,0.008260038254272397,0.00044227436835801194
subj07,lateral,behavior,OUT,subj04,0.06989386078726566,0.06989386078726566,0.0,0.007817763885914385,0.007817763885914385,0.0
subj07,lateral,behavior,OUT,subj05,0.06989386078726566,0.06989386078726566,0.0,0.007817763885914385,0.007817763885914385,0.0
subj07,lateral,behavior,OUT,subj06,0.06989386078726566,0.07228898220554247,0.002395121418276816,0.007817763885914385,0.005008500313545559,-0.002809263572368826
subj07,lateral,behavior,OUT,subj08,0.06989386078726566,0.06989386078726566,0.0,0.007817763885914385,0.007817763885914385,0.0
subj08,lateral,anatomy,IN,subj01,0.2431755368566583,0.2431755368566583,0.0,0.04481142135504076,0.04481142135504076,0.0
subj08,lateral,anatomy,IN,subj02,0.2431755368566583,0.25090211780123123,0.0077265809445729305,0.04481142135504076,0.04620355411623358,0.0013921327611928214
subj08,lateral,anatomy,IN,subj03,0.2431755368566583,0.2431755368566583,0.0,0.04481142135504076,0.04481142135504076,0.0
subj08,lateral,anatomy,IN,subj04,0.2431755368566583,0.2431755368566583,0.0,0.04481142135504076,0.04481142135504076,0.0
subj08,lateral,anatomy,IN,subj05,0.2431755368566583,0.2431755368566583,0.0,0.04481142135504076,0.04481142135504076,0.0
subj08,lateral,anatomy,IN,subj06,0.2431755368566583,0.27712537656655317,0.033949839709894875,0.04481142135504076,0.03145456625380833,-0.013356855101232426
subj08,lateral,anatomy,IN,subj07,0.2431755368566583,0.2431755368566583,0.0,0.04481142135504076,0.04481142135504076,0.0
subj08,lateral,anatomy,OUT,subj01,0.18437627006395815,0.18437627006395815,0.0,0.003442576183174836,0.003442576183174836,0.0
subj08,lateral,anatomy,OUT,subj02,0.18437627006395815,0.1884714294296582,0.004095159365700041,0.003442576183174836,0.003444320817073339,1.744633898502837e-06
subj08,lateral,anatomy,OUT,subj03,0.18437627006395815,0.18437627006395815,0.0,0.003442576183174836,0.003442576183174836,0.0
subj08,lateral,anatomy,OUT,subj04,0.18437627006395815,0.18437627006395815,0.0,0.003442576183174836,0.003442576183174836,0.0
subj08,lateral,anatomy,OUT,subj05,0.18437627006395815,0.18437627006395815,0.0,0.003442576183174836,0.003442576183174836,0.0
subj08,lateral,anatomy,OUT,subj06,0.18437627006395815,0.23835798475826828,0.05398171469431012,0.003442576183174836,0.005201938106436175,0.0017593619232613386
subj08,lateral,anatomy,OUT,subj07,0.18437627006395815,0.18437627006395815,0.0,0.003442576183174836,0.003442576183174836,0.0
subj08,lateral,behavior,IN,subj01,0.27786993482514677,0.2544560191139917,-0.023413915711155087,0.04606315264862712,0.03111604141748561,-0.014947111231141511
subj08,lateral,behavior,IN,subj02,0.27786993482514677,0.27786993482514677,0.0,0.04606315264862712,0.04606315264862712,0.0
subj08,lateral,behavior,IN,subj03,0.27786993482514677,0.2800078175442013,0.002137882719054518,0.04606315264862712,0.052337605721043845,0.006274453072416725
subj08,lateral,behavior,IN,subj04,0.27786993482514677,0.27786993482514677,0.0,0.04606315264862712,0.04606315264862712,0.0
subj08,lateral,behavior,IN,subj05,0.27786993482514677,0.27786993482514677,0.0,0.04606315264862712,0.04606315264862712,0.0
subj08,lateral,behavior,IN,subj06,0.27786993482514677,0.27786993482514677,0.0,0.04606315264862712,0.04606315264862712,0.0
subj08,lateral,behavior,IN,subj07,0.27786993482514677,0.27786993482514677,0.0,0.04606315264862712,0.04606315264862712,0.0
subj08,lateral,behavior,OUT,subj01,0.24648588422682882,0.24472779054827,-0.0017580936785588086,0.004148855675900172,0.0047398327731036265,0.0005909770972034548
subj08,lateral,behavior,OUT,subj02,0.24648588422682882,0.24648588422682882,0.0,0.004148855675900172,0.004148855675900172,0.0
subj08,lateral,behavior,OUT,subj03,0.24648588422682882,0.23407605775957166,-0.012409826467257162,0.004148855675900172,0.0031266135132516516,-0.0010222421626485201
subj08,lateral,behavior,OUT,subj04,0.24648588422682882,0.24648588422682882,0.0,0.004148855675900172,0.004148855675900172,0.0
subj08,lateral,behavior,OUT,subj05,0.24648588422682882,0.24648588422682882,0.0,0.004148855675900172,0.004148855675900172,0.0
subj08,lateral,behavior,OUT,subj06,0.24648588422682882,0.24648588422682882,0.0,0.004148855675900172,0.004148855675900172,0.0
subj08,lateral,behavior,OUT,subj07,0.24648588422682882,0.24648588422682882,0.0,0.004148855675900172,0.004148855675900172,0.0
