participant,ROI,beta,fold,n_voxels,v2v_lambda_median,v2v_r_model,v2i_lambda_min,v2i_lambda_median,v2i_lambda_max,v2i_n_unique_lambdas,v2i_r_model,val_score,test_mean_r,test_median_r,finite_frac,target_constant,prediction_constant,null_mean,null_p95_mean,fraction_voxels_above_null_p95
subj07,ventral,B1,2,131,33.516026509388475,9,0.001,84.97534359086455,100000.0,49,11,0.0840602144885824,0.007451089445834063,-0.016705547363708675,1.0,0,0,0.00010247576685200624,0.34500101718041365,0.08396946564885496
subj07,ventral,B1,3,131,19.179102616724887,8,0.001,58.57020818056673,100000.0,50,11,0.09584256719377296,0.060172842655686384,0.07273850240798821,1.0,0,0,0.0014736498705048837,0.34603297744809225,0.08396946564885496
subj07,lateral,B0,0,123,6.280291441834259,1,0.001,0.016297508346206444,100000.0,48,2,0.2101252655942027,0.230327098227332,0.23814181660931946,1.0,0,0,-0.0019219412467346307,0.3418702616954291,0.18699186991869918
subj07,lateral,B0,1,123,123.28467394420684,5,0.001,178.8649529057435,100000.0,46,8,0.1780561330304558,-0.033462204822741946,-0.02389655318030695,1.0,0,0,-0.0038922334072568556,0.34211286241412564,0.024390243902439025
subj07,lateral,B0,2,123,7.56463327554629,11,0.001,0.9770099572992257,100000.0,44,4,0.23613740640200834,0.08188638753226474,0.10900120519142949,1.0,0,0,0.0018385751955383662,0.3411178588568346,0.06504065040650407
subj07,lateral,B0,3,123,215.44346900318865,10,0.001,102.35310218990269,100000.0,45,3,0.18718927765222068,-0.05754912365371685,-0.04890423877590724,1.0,0,0,-0.0009613796122797294,0.3431940579466778,0.04065040650406504
subj07,lateral,B1,0,123,102.35310218990269,1,0.001,0.05994842503189412,68926.12104349709,60,9,0.001831600777502474,-0.02377723991005791,0.01337487118720309,1.0,0,0,-0.0013237063632842582,0.34330682201640084,0.06504065040650407
subj07,lateral,B1,1,123,215.44346900318865,10,0.001,2.4770763559917115,100000.0,47,1,0.1651687974076344,0.0254470470721552,0.021807243304750788,1.0,0,0,0.0006919807051508842,0.3463161329588512,0.04878048780487805
subj07,lateral,B1,2,123,657.9332246575682,5,0.001,9.111627561154895,100000.0,47,3,0.11114912510086099,0.0864502766667559,0.10558889858610548,1.0,0,0,0.001508592170148081,0.3423855588559618,0.0975609756097561
subj07,lateral,B1,3,123,3.5938136638046294,12,0.001,58.57020818056673,100000.0,46,8,0.07317487866047183,0.0427066513017334,0.015562545556412575,1.0,0,0,0.001225006218991163,0.3432775843041664,0.0975609756097561
subj07,parietal,B0,0,50,5.747149864916974,12,0.001,0.3526397865753958,100000.0,28,12,0.14333539145900698,0.025191212317204722,0.019602042794386477,1.0,0,0,0.002006631352969892,0.3505852362567559,0.02
subj07,parietal,B0,1,50,40.37017258596558,2,0.001,2.8251629860766414,100000.0,30,12,0.027724758853187433,0.07455576543986005,0.1750938651457588,1.0,0,0,-0.0018557314807204832,0.34236593988902464,0.3
subj07,parietal,B0,2,50,19.179102616724887,12,0.001,0.8940703940444565,100000.0,28,5,0.06283578756548742,-0.08813831417580356,-0.12292880332143859,1.0,0,0,0.003107503041638805,0.3461910927674664,0.02
subj07,parietal,B0,3,50,0.15199110829529347,2,0.001,0.09586823777037243,100000.0,39,12,0.17721382545574188,0.002705489690859111,-0.004850195972870066,1.0,0,0,0.0034844147725508526,0.3549537303640279,0.02
subj07,parietal,B1,0,50,25.463445511451443,8,0.001,0.7422729482823851,100000.0,24,9,0.1497388551184608,0.09920826954196857,0.09153546123943249,1.0,0,0,0.0017698496430078978,0.34235853087951545,0.14
subj07,parietal,B1,1,50,163.68088956559507,12,0.001,0.26560877829466867,100000.0,31,3,0.2322729660274905,-0.06897022212297652,-0.08987176195332483,1.0,0,0,-0.0021736411855780052,0.3413425793983497,0.0
subj07,parietal,B1,2,50,566.7067047837891,12,0.001,0.050634274516523754,100000.0,23,3,0.05626306848103781,-0.11678252414105918,-0.12032923286636159,1.0,0,0,0.004036550268088463,0.3457023686152704,0.0
subj07,parietal,B1,3,50,0.186252091142799,1,0.001,0.004507539501517473,83021.75681319753,28,12,0.056021763479165584,0.02359217486049852,0.01484403918715766,1.0,0,0,0.001065529922711901,0.34684374883111635,0.08
subj08,V1,B0,0,22,25.463445511451443,4,0.001,77.7616833490255,100000.0,9,8,0.2856859629932363,0.2072077205229866,0.1997006006778264,1.0,0,0,-0.0015874449374506398,0.3436642310472435,0.18181818181818182
subj08,V1,B0,1,22,10.043307608042731,11,0.9770099572992257,48.62601580065353,100000.0,11,3,0.2438729868259268,0.06386189283461065,0.04778621759137193,1.0,0,0,-0.0004555802248548435,0.34800164217903845,0.045454545454545456
subj08,V1,B0,2,22,19.179102616724887,10,0.001,17.550965275067913,100000.0,17,4,0.2863254688515865,0.181240326029935,0.19047075334936964,1.0,0,0,-0.0026880197786972168,0.3407090932301992,0.09090909090909091
subj08,V1,B0,3,22,80.4616551852347,4,0.0036783797718286343,100000.0,100000.0,10,8,0.16058650482121925,0.16627187161713855,0.1515921363946512,1.0,0,0,0.0020309094955321995,0.3443021369093598,0.2727272727272727
subj08,V1,B1,0,22,10.043307608042731,11,0.001,36.94309954767702,100000.0,15,12,0.07044507738825177,-0.11241154843676539,-0.14972338917814512,1.0,0,0,-0.0014020304596995103,0.3404684748427759,0.0
subj08,V1,B1,1,22,12.09719956979544,7,0.001,61.92187748122903,100000.0,7,3,0.01632040225807704,0.03172968801505458,0.032514916979875526,1.0,0,0,-0.0010561303067165735,0.3422525013353032,0.045454545454545456
subj08,V1,B1,2,22,5.57922346967546,12,0.001,51004.61650128252,100000.0,10,1,0.28328087380816425,-0.06758004561692037,-0.05669022190895511,1.0,0,0,0.0005250985354314756,0.34400278924959676,0.0
subj08,V1,B1,3,22,123.28467394420684,5,0.001,14.571119709035626,100000.0,19,7,0.2531840745332806,-0.08175118170622675,-0.08896043045905827,1.0,0,0,0.0019636833767501254,0.34357416639924687,0.045454545454545456
subj08,V2,B0,0,21,23.10129700083163,6,0.001,13.219411484660315,100000.0,17,9,0.2775575350376087,0.14144915950048334,0.18507367778216097,1.0,0,0,0.0017938342490322495,0.3400763751453981,0.2857142857142857
subj08,V2,B0,1,21,15.922827933410938,10,0.001,84.97534359086455,100000.0,11,11,0.24548054914512277,0.0668172917719281,0.006220626328386092,1.0,0,0,0.0005582742825207611,0.33717112545730177,0.047619047619047616
subj08,V2,B0,2,21,27.825594022071257,6,0.004430621457583882,100000.0,100000.0,11,7,0.22711139771339597,0.15837691661790704,0.17131993083257696,1.0,0,0,0.0005276464864931972,0.3391173541555335,0.09523809523809523
subj08,V2,B0,3,21,33.516026509388475,5,0.001,70.54802310718645,100000.0,13,3,0.27662587466455424,0.10094681345571181,0.044774149910752986,1.0,0,0,-0.002686531530269857,0.34036633734357546,0.19047619047619047
subj08,V2,B1,0,21,40.37017258596558,10,0.001,7.56463327554629,100000.0,14,12,0.11729778277326633,0.03280456904344319,0.06518342787284799,1.0,0,0,-0.0008166892472827358,0.3387882792891529,0.0
subj08,V2,B1,1,21,15.922827933410938,6,0.001,1.4174741629268062,100000.0,16,11,0.09542563984149427,0.165634381403807,0.2611726380278984,1.0,0,0,0.0011497030418481718,0.3499978415761412,0.2857142857142857
subj08,V2,B1,2,21,27.825594022071257,5,0.001,100000.0,100000.0,10,3,0.12675975000436615,-0.07855290673784814,-0.06776049627308714,1.0,0,0,0.004515413625557411,0.35298132985445674,0.0
subj08,V2,B1,3,21,27.825594022071257,9,0.001,376.49358067924715,100000.0,8,5,0.2088881350567021,0.011957431196536129,0.03554529092155301,1.0,0,0,0.00025022711095377617,0.3427987209248033,0.0
subj08,V3,B0,0,18,6.922462358690275,3,0.001,41.071021155021,100000.0,12,2,0.25068407264825665,0.12807428053382364,0.2101440813961561,1.0,0,0,0.004251478502211645,0.3495932024402999,0.2222222222222222
subj08,V3,B0,1,18,21.140199808778256,5,0.001,50042.48767179543,100000.0,7,9,0.33538549834577375,-0.04526817619655546,-0.042149280436751285,1.0,0,0,0.0024541891302722785,0.3415983690413951,0.05555555555555555
subj08,V3,B0,2,18,44.498094193309555,4,0.001,100000.0,100000.0,4,1,0.22299541542611145,0.11284976071084084,0.0990742758987031,1.0,0,0,-0.0037670035848982354,0.3448833067152586,0.16666666666666666
subj08,V3,B0,3,18,38.225804911362395,10,0.001,1.7270431566454687,100000.0,10,5,0.19149916398949246,0.09633773031480228,0.06172793265177612,1.0,0,0,-6.668028748018804e-05,0.3388357341095041,0.16666666666666666
subj08,V3,B1,0,18,5.274140257914816,12,0.001,94.43349940570612,100000.0,11,11,0.03347740442277283,-0.04012168148260671,-0.0697366762919598,1.0,0,0,-0.0014559005282931807,0.3392793619549606,0.0
subj08,V3,B1,1,18,13.219411484660315,7,0.001,215.44346900318865,100000.0,6,1,0.09284545116265645,0.10072585650763197,0.1261151033170485,1.0,0,0,0.00017203100209670473,0.3393868581699553,0.05555555555555555
subj08,V3,B1,2,18,9.111627561154895,10,0.001,0.3372075328875414,100000.0,8,1,-0.005571041072375939,0.03197646241183236,0.058700268601399715,1.0,0,0,0.0037770442060394644,0.34642264059335315,0.0
subj08,V3,B1,3,18,414.9907157460532,8,0.001,0.11075653699515228,100000.0,9,2,0.1890174877950337,-0.15796101180629143,-0.14376133755756207,1.0,0,0,-0.003079380345716635,0.3340731496333011,0.0
subj08,hV4,B0,0,10,86.45056264854458,10,0.001,2.8251629860766414,100000.0,8,3,0.3210197071107884,0.4066536673989189,0.43159994381130473,1.0,0,0,0.0035108495730643086,0.3487311840603772,0.7
subj08,hV4,B0,1,10,22.24550708215952,8,0.001,40.83575259069918,100000.0,7,4,0.3437700764168518,0.12592500903502926,0.13501933163220908,1.0,0,0,-0.0034087279460068677,0.3365468209169692,0.0
subj08,hV4,B0,2,10,16.1992570506926,3,0.001,100000.0,100000.0,4,5,0.2627127983246079,0.22148356887447104,0.333473779278618,1.0,0,0,0.0024200276253594204,0.33342755145793007,0.6
subj08,hV4,B0,3,10,7.651874468006815,3,0.001,50020.185086292986,100000.0,4,10,0.246183203529425,0.211959645382729,0.20682616180513835,1.0,0,0,0.0012199769392768562,0.34168592086289085,0.3
subj08,hV4,B1,0,10,56.400468806467906,10,0.001,103.34527346390738,100000.0,6,1,0.06580357921622994,0.15388344307306634,0.2765159777901729,1.0,0,0,-0.0018409357402291132,0.3518041966896665,0.2
subj08,hV4,B1,1,10,77.7616833490255,9,0.001,50000.19267642969,100000.0,4,7,0.11936800071058243,-0.11125128715290385,-0.09761007787103639,1.0,0,0,-0.0005012664724357961,0.3506936508443837,0.0
subj08,hV4,B1,2,10,64.5591156438766,10,0.001,0.854176323735346,100000.0,5,6,0.022861288022972992,0.18949089228095425,0.1487625917474459,1.0,0,0,0.0002212593401672425,0.34059015527288194,0.2
subj08,hV4,B1,3,10,9.111627561154895,4,0.26560877829466867,10.125794607247,100000.0,6,5,-0.026049047753354964,-0.1460920658710749,-0.21441682141418478,1.0,0,0,-0.0053862702194686,0.3398473159237538,0.1
subj08,ventral,B0,0,167,312.57158496882414,5,0.001,259.5024211399737,100000.0,56,7,0.2105831469803561,0.21841203711146664,0.2221743559583175,1.0,0,0,0.0007642945179502828,0.342714877356086,0.32335329341317365
subj08,ventral,B0,1,167,148.49682622544665,5,0.001,33.516026509388475,100000.0,55,6,0.1923774760908219,-0.010881578436008198,-0.0342823578383059,1.0,0,0,-0.0005554353991515635,0.34363682594986766,0.11377245508982035
subj08,ventral,B0,2,167,215.44346900318865,5,0.001,215.44346900318865,100000.0,60,10,0.19526325774923356,0.11860563735498082,0.13769787763912228,1.0,0,0,0.0002951677383969079,0.3407506218919566,0.17365269461077845
subj08,ventral,B0,3,167,100000.0,1,0.001,1.1768119524349991,100000.0,76,8,0.1280645234492423,0.07079649079070917,0.0725747805228064,1.0,0,0,0.0010837828507715243,0.3403445064527198,0.09580838323353294
subj08,ventral,B1,0,167,15.922827933410938,5,0.001,33.516026509388475,100000.0,58,1,0.11066511289776641,-0.09678937594702028,-0.09153625576835026,1.0,0,0,-0.002774195045161549,0.3415750066535081,0.011976047904191617
subj08,ventral,B1,1,167,48.62601580065353,1,0.001,0.18307382802953698,100000.0,73,11,-0.056847401925670504,-0.019889500925219232,-0.02373568555312119,1.0,0,0,0.005426752459817794,0.34778491277921564,0.029940119760479042
subj08,ventral,B1,2,167,2.4770763559917115,10,0.001,7.56463327554629,100000.0,53,12,0.11567746706082443,-0.012807433484913098,0.0028194061799988405,1.0,0,0,-0.0006953158907611082,0.34357371342853066,0.023952095808383235
subj08,ventral,B1,3,167,259.5024211399737,12,0.001,13.219411484660315,100000.0,53,12,0.1873504898759816,-0.12026725573550262,-0.10794270709363028,1.0,0,0,-0.002802264097219006,0.3435082980266944,0.011976047904191617
subj08,lateral,B0,0,174,1267.3216833958063,7,0.001,123.28467394420684,100000.0,46,4,0.2339979556011097,0.2689586056620345,0.2920606128447214,1.0,0,0,0.004578558963547436,0.34439480379716375,0.41379310344827586
subj08,lateral,B0,1,174,546.2277217684348,12,0.001,546.2277217684348,100000.0,48,12,0.18096229295474645,0.038051144227207026,0.06411868000325252,1.0,0,0,-0.0022441307243733495,0.3392069015088864,0.05747126436781609
subj08,lateral,B0,2,174,546.2277217684348,9,0.001,312.57158496882414,100000.0,44,12,0.19669608703176042,0.10483495046524555,0.1078841912145383,1.0,0,0,-0.00021971840013573833,0.34348540464214783,0.1206896551724138
subj08,lateral,B0,3,174,312.57158496882414,12,0.001,792.4828983539186,100000.0,29,12,0.17699177051296625,0.15939530743524988,0.16134816224756907,1.0,0,0,0.0032798931993988792,0.34265981765481984,0.1839080459770115
subj08,lateral,B1,0,174,197.15421095446607,12,0.001,602.0804732130015,100000.0,40,10,-0.017419723711047178,0.07630006419929602,0.09483682083896064,1.0,0,0,0.0005353361464385888,0.34376207302241446,0.06321839080459771
subj08,lateral,B1,1,174,123.28467394420684,12,0.001,12.09719956979544,100000.0,55,8,0.23114227263574869,0.008918775083256976,0.010695892991969463,1.0,0,0,0.0017674220662496313,0.344367281279221,0.09770114942528736
subj08,lateral,B1,2,174,5615.022644114781,6,0.001,102.35310218990269,100000.0,51,4,0.0662987340526787,0.11089236593442368,0.1419851048496678,1.0,0,0,-0.0010661288611242194,0.34106013107419136,0.08045977011494253
subj08,lateral,B1,3,174,125.42496420767466,11,0.001,4.328761281083062,100000.0,54,3,0.2413136887859076,0.13523935189574915,0.14195648663429566,1.0,0,0,0.0007983315389558939,0.34138314139552217,0.05747126436781609
subj08,parietal,B0,0,68,70.54802310718645,2,0.001,2.200560701605073,100000.0,36,11,0.249013114946661,0.17625496565941445,0.14593938405046725,1.0,0,0,-0.0008544331917876364,0.33995181171509886,0.2647058823529412
subj08,parietal,B0,1,68,53.598111990610136,6,0.001,1052.1527260297862,100000.0,28,10,0.28360384584464216,0.062218884385232445,0.08931696781173598,1.0,0,0,-0.002712659039609235,0.33921742229800805,0.14705882352941177
subj08,parietal,B0,2,68,36.94309954767702,6,0.001,100000.0,100000.0,21,10,0.24483340051183652,0.06436868271101788,0.04540374055526042,1.0,0,0,-0.0032716762960953807,0.33508263185890064,0.07352941176470588
subj08,parietal,B0,3,68,15.922827933410938,12,0.001,16.106462280993263,100000.0,38,4,0.21624649944781446,0.054862092819374764,0.03027261823201032,1.0,0,0,0.0009684009493341921,0.3442779369017841,0.08823529411764706
subj08,parietal,B1,0,68,383.02971789084165,11,0.001,2.730361798137526,100000.0,32,11,0.06942620742739704,0.08311392320575374,0.11201047691852806,1.0,0,0,-3.43589570834304e-05,0.34291133857138617,0.10294117647058823
subj08,parietal,B1,1,68,55.459097846576014,12,0.001,0.5687869745681805,100000.0,30,5,0.10867170626278318,0.15699559306918273,0.15929536430427996,1.0,0,0,0.003599852420820219,0.3458568513177504,0.14705882352941177
subj08,parietal,B1,2,68,0.001,12,0.001,0.10658029428419022,100000.0,34,11,0.1941389717898001,-0.11101723559274844,-0.1494894496315507,1.0,0,0,-0.002074149062725243,0.33860433021215264,0.0
subj08,parietal,B1,3,68,2009.23300256505,10,0.001,1.0769109548671123,100000.0,25,12,0.07516144254978123,0.09816303258560914,0.09841243677314027,1.0,0,0,0.0015460540046493814,0.34595049586103177,0.07352941176470588
