participant,ROI,beta,fold,n_voxels,v2v_lambda_median,v2v_r_model,v2i_lambda_min,v2i_lambda_median,v2i_lambda_max,v2i_n_unique_lambdas,v2i_r_model,val_score,test_mean_r,test_median_r,finite_frac,target_constant,prediction_constant,null_mean,null_p95_mean,fraction_voxels_above_null_p95
subj03,V1,B1,3,26,15.922827933410938,2,0.001,0.43950386601548064,100000.0,17,10,0.07195947217866025,-0.0037817366264895134,-0.006720088012634563,1.0,0,0,-0.002167274058566285,0.34351134142931516,0.038461538461538464
subj03,V2,B0,0,23,23.10129700083163,3,0.001,0.18307382802953698,100000.0,16,12,0.20684407672964958,0.14564589558391286,0.2046638187434993,1.0,0,0,-0.0015115082558350478,0.33875481357971066,0.391304347826087
subj03,V2,B0,1,23,10.974987654930567,2,0.001,0.15199110829529347,100000.0,16,9,0.16163452158916486,0.020713619395037075,0.05599176073158247,1.0,0,0,0.0026948715112679695,0.35107477933878145,0.0
subj03,V2,B0,2,23,33.516026509388475,4,0.001,1.7073526474706922,100000.0,16,6,0.21028121582867018,0.29571551665278156,0.28833608236323355,1.0,0,0,-0.004128100103579552,0.3427138275205287,0.391304347826087
subj03,V2,B0,3,23,3.5938136638046294,5,0.001,13.219411484660315,100000.0,17,6,0.41501239240417176,0.1161996029919504,0.09556148307169658,1.0,0,0,-0.0011162764717501182,0.34104708592281774,0.08695652173913043
subj03,V2,B1,0,23,58.57020818056673,4,0.001,48.62601580065353,100000.0,11,12,0.2407971368860028,-0.0883421573041168,-0.11002700177241367,1.0,0,0,-0.0019471789363602163,0.34804781145007113,0.043478260869565216
subj03,V2,B1,1,23,13.219411484660315,3,0.001,9.111627561154895,100000.0,14,12,0.18390084682320024,0.0011895574150034161,-0.014533960993798745,1.0,0,0,0.0019292698957290386,0.3418841263639474,0.08695652173913043
subj03,V2,B1,2,23,3.5938136638046294,2,0.001,9.111627561154895,100000.0,17,6,0.058241082973592276,0.043896700006572774,0.01735826000596518,1.0,0,0,-0.0023440312531121804,0.34610698523398137,0.13043478260869565
subj03,V2,B1,3,23,15.922827933410938,11,0.001,0.15199110829529347,100000.0,13,12,0.2056066578089839,0.07524419437095665,0.12120828340269015,1.0,0,0,0.0010292713924773724,0.347336998111675,0.08695652173913043
subj03,V3,B0,0,19,312.57158496882414,4,0.001,40.37017258596558,100000.0,10,8,0.34938601482469295,0.24286403982575955,0.3326705713552713,1.0,0,0,0.00447071122091411,0.3540571577551194,0.3684210526315789
subj03,V3,B0,1,19,58.57020818056673,7,0.001,100000.0,100000.0,7,3,0.2427417476235955,0.0001212001375943917,-0.02893600322531143,1.0,0,0,0.0015623888666807253,0.3458344623728074,0.05263157894736842
subj03,V3,B0,2,19,215.44346900318865,2,0.001,100000.0,100000.0,9,3,0.19612758467636082,0.34064587577853056,0.40001405975586374,1.0,0,0,-0.0037376234315644806,0.3445452649715981,0.631578947368421
subj03,V3,B0,3,19,0.22051307399030456,1,0.001,0.0025353644939701114,47508.10162102803,13,1,0.46885340967437944,0.0756417890783011,0.07359534421503687,1.0,0,0,-0.0051537727215262745,0.33769725763335284,0.05263157894736842
subj03,V3,B1,0,19,15.922827933410938,8,0.001,10.974987654930567,100000.0,13,9,0.269524413177296,0.12492304451168691,0.12201274289393044,1.0,0,0,0.0009258646899054662,0.34707413632304507,0.05263157894736842
subj03,V3,B1,1,19,19.179102616724887,10,0.001,4.328761281083062,100000.0,8,9,0.0035573946190201908,-0.08165693868791056,-0.04529362910303265,1.0,0,0,0.0027020959645507746,0.34471546870297465,0.0
subj03,V3,B1,2,19,23.10129700083163,10,0.001,23.10129700083163,100000.0,12,3,0.1794602309160215,0.07114972905477168,0.12470392571155182,1.0,0,0,0.0004017623057075031,0.3388628008710664,0.05263157894736842
subj03,V3,B1,3,19,5.21400828799969,9,0.001,84.97534359086455,100000.0,10,8,0.11624214907170172,-0.10516625557529347,-0.10713651280814691,1.0,0,0,-0.005198605942554947,0.33694795839417274,0.0
subj03,hV4,B0,0,9,58.57020818056673,2,0.001,10.974987654930567,100000.0,8,6,0.3591976888963117,0.07161980237511031,0.055355868446612576,1.0,0,0,-0.00093698616154631,0.3369396904906823,0.2222222222222222
subj03,hV4,B0,1,9,13.219411484660315,1,0.0012045035402587824,0.005336699231206312,68926.12104349709,8,1,0.09902838641266731,0.19353571441926468,0.1148109365363999,1.0,0,0,-0.003930215171605152,0.34080511560985144,0.2222222222222222
subj03,hV4,B0,2,9,148.49682622544665,3,0.001,6.280291441834259,100000.0,7,7,0.19299363692757263,0.09089742409461753,-0.07127380798992067,1.0,0,0,0.001065751665019836,0.3393202131610541,0.4444444444444444
subj03,hV4,B0,3,9,2.9836472402833403,6,7.56463327554629,100000.0,100000.0,5,4,0.2936170877134032,0.08505326952238518,0.11978635348365074,1.0,0,0,0.00019204107367276377,0.3434893431438441,0.3333333333333333
subj03,hV4,B1,0,9,148.49682622544665,4,0.001,100000.0,100000.0,5,2,0.146237151191658,-0.06033460511443759,-0.0186091095657509,1.0,0,0,0.0003276827095640596,0.34444643245395773,0.0
subj03,hV4,B1,1,9,48.62601580065353,2,0.001,2.0565123083486534,148.49682622544665,6,5,0.08865229223508829,0.03402192462548914,-0.009658522805759026,1.0,0,0,-0.004164174043500927,0.3397218898253531,0.0
subj03,hV4,B1,2,9,123.28467394420684,2,0.001,0.1261856883066021,100000.0,5,6,0.07430494001266291,-0.07224413600060438,-0.21974986102927324,1.0,0,0,0.0030676712195926315,0.3398485961909453,0.2222222222222222
subj03,hV4,B1,3,9,23.10129700083163,5,0.001,0.001,100000.0,4,1,0.08781464970967406,-0.04236588429877686,-0.04538042118821176,1.0,0,0,0.000933571165449972,0.3412085873108718,0.1111111111111111
subj03,ventral,B0,0,164,453.48785081285916,11,0.001,1526.4934542969668,100000.0,43,12,0.14075550452570199,0.15509765073530982,0.14451483619401895,1.0,0,0,0.0018390432334134449,0.3443538159339456,0.21951219512195122
subj03,ventral,B0,1,164,53.598111990610136,6,0.001,259.5024211399737,100000.0,54,4,0.1682445718619684,-0.023920202559966682,-0.032591705742450156,1.0,0,0,0.003653016317406206,0.34643792135546325,0.03048780487804878
subj03,ventral,B0,2,164,657.9332246575682,11,0.001,12.09719956979544,100000.0,50,12,0.2473582498758845,0.09475955189376667,0.09775820155474257,1.0,0,0,0.0015047657984727607,0.3435147516193325,0.12804878048780488
subj03,ventral,B0,3,164,64.5591156438766,4,0.001,1.0769109548671123,100000.0,57,9,0.18666101479548772,0.02116888807578621,0.012261440138372964,1.0,0,0,0.002027642748781198,0.3424784016359241,0.0975609756097561
subj03,ventral,B1,0,164,344.53258282403567,12,0.001,36.94309954767702,100000.0,51,10,0.051333952940759556,-0.021291209581583793,-0.026992093082318966,1.0,0,0,0.002727859517372477,0.3434700420870491,0.036585365853658534
subj03,ventral,B1,1,164,23.10129700083163,12,0.001,1838.6667698825545,100000.0,36,12,0.10499552436323063,-0.057297403278678743,-0.053876851595431666,1.0,0,0,0.00027785025170501827,0.34300915733593884,0.042682926829268296
subj03,ventral,B1,2,164,36.94309954767702,12,0.001,6.280291441834259,100000.0,46,1,0.09697481202330015,0.011186382674727125,0.015513970166409291,1.0,0,0,0.0031461436828346115,0.3463996161546377,0.036585365853658534
subj03,ventral,B1,3,164,53.598111990610136,12,0.001,1.4174741629268062,100000.0,48,3,0.10805585337804517,-0.056914723552609,-0.06832268383785338,1.0,0,0,-0.0041839709366499915,0.3401146807442702,0.006097560975609756
subj03,lateral,B0,0,172,237.4729450715812,5,0.001,148.49682622544665,100000.0,59,3,0.3100063189317494,0.1521714908477827,0.15181752597819503,1.0,0,0,0.000550370514590329,0.3418269828070576,0.28488372093023256
subj03,lateral,B0,1,172,312.57158496882414,4,0.001,102.35310218990269,100000.0,52,2,0.24471025263819182,0.05612873216854747,0.05890027807481112,1.0,0,0,0.0030785178119192196,0.34589771743485936,0.09302325581395349
subj03,lateral,B0,2,172,84.97534359086455,6,0.001,453.48785081285916,100000.0,48,7,0.09139816810490249,0.001631426565630637,-0.0219064246138903,1.0,0,0,0.0027559575506419945,0.34420198567382987,0.0872093023255814
subj03,lateral,B0,3,172,70.54802310718645,8,0.001,259.5024211399737,100000.0,59,12,0.23331736872660622,0.09201611279355644,0.11356828009489932,1.0,0,0,-1.8970035449304993e-05,0.3429555635246748,0.11627906976744186
subj03,lateral,B1,0,172,954.5484566618347,5,0.001,317.9980009096104,100000.0,55,7,0.20180167609275984,0.020204885904499793,0.003695512593681258,1.0,0,0,-0.0011687367408428748,0.3440472984667052,0.06976744186046512
subj03,lateral,B1,1,172,376.49358067924715,5,0.001,15.922827933410938,100000.0,49,11,0.1634294762550427,-0.04681282007726804,-0.05126887631182621,1.0,0,0,0.000690989128308948,0.3427577772274022,0.03488372093023256
subj03,lateral,B1,2,172,657.9332246575682,12,0.001,1.1768119524349991,100000.0,46,12,-0.03081435599294556,0.0053499446431885134,0.005201372218638654,1.0,0,0,0.00036791888761857533,0.3433785197254983,0.05813953488372093
subj03,lateral,B1,3,172,954.5484566618347,11,0.001,12.09719956979544,100000.0,54,1,0.23284693481528865,0.04889252446608855,0.07756713872949433,1.0,0,0,-0.002056462929178198,0.3391860513314694,0.029069767441860465
subj03,parietal,B0,0,78,40.37017258596558,12,0.001,40.37017258596558,100000.0,33,3,0.3083422034848646,0.24283548557831508,0.255796521855754,1.0,0,0,0.000797345635428789,0.34631608049322093,0.4230769230769231
subj03,parietal,B0,1,78,148.49682622544665,5,0.001,259.5024211399737,100000.0,33,12,0.3654226276140876,0.13784663826429133,0.15786974031939197,1.0,0,0,-0.0006077581471114993,0.3462340701131149,0.1282051282051282
subj03,parietal,B0,2,78,286.03700305439895,10,0.001,237.4729450715812,100000.0,37,3,0.32066526052952654,0.19087258270070565,0.25866471057603924,1.0,0,0,0.0041270759019564444,0.34441556300358506,0.38461538461538464
subj03,parietal,B0,3,78,4.328761281083062,12,0.001,30.670810265729866,100000.0,42,3,0.31686080616813,0.0455845502538946,0.08966449311727749,1.0,0,0,0.004387340382978801,0.34254194434824825,0.19230769230769232
subj03,parietal,B1,0,78,44.498094193309555,12,0.001,1.2971430576809027,100000.0,33,1,0.24131024575679033,-0.06619217900599053,-0.04559804027904235,1.0,0,0,0.004519732014285323,0.342337440955587,0.02564102564102564
subj03,parietal,B1,1,78,453.48785081285916,9,0.001,7.56463327554629,100000.0,41,1,0.2419420932415006,0.05181778749267289,0.050699787459314936,1.0,0,0,-0.0023996554633441804,0.3401765727812915,0.02564102564102564
subj03,parietal,B1,2,78,135.89075008482675,4,0.001,4.771384784541375,100000.0,37,5,0.022708131560094765,0.01857706429602035,0.022313192325983944,1.0,0,0,0.00034994674646935764,0.3410422827508605,0.038461538461538464
subj03,parietal,B1,3,78,17.550965275067913,7,0.001,6.38932078177299,100000.0,35,3,0.16217859193518275,0.06578634857748707,0.06434436336862498,1.0,0,0,-0.0012830340526201877,0.34305293291696437,0.0641025641025641
subj04,V1,B0,0,18,100000.0,5,13.219411484660315,584.4882395165829,100000.0,9,6,0.36774843985548533,0.35804010924329194,0.4245716377295241,1.0,0,0,0.0015731382114202042,0.35721503623150597,0.6111111111111112
subj04,V1,B0,1,18,50834.05026860003,3,0.001,148.49682622544665,100000.0,10,1,0.37323509383212033,0.0972546027429226,0.008362397259573086,1.0,0,0,-0.004133102605236346,0.33844720298057324,0.2222222222222222
subj04,V1,B0,2,18,54.038320295848095,1,0.001,0.0013276661593773613,83021.75681319753,11,1,0.460768372743764,0.4098653619155403,0.4035224985112278,1.0,0,0,-0.007704493402770288,0.3362010780750088,0.6666666666666666
subj04,V1,B0,3,18,8.338130418350593,10,0.001,63.80671761264495,100000.0,11,5,0.24522664154346568,0.16793797997939597,0.2259529301021666,1.0,0,0,0.0022098840323891778,0.3468752846953503,0.3333333333333333
subj04,V1,B1,0,18,109.52242466631655,2,0.001,37.43839219413476,100000.0,15,9,0.11585488708448406,0.17339915801815747,0.21533574369155234,1.0,0,0,0.002280828368964737,0.3531809604357061,0.3888888888888889
subj04,V1,B1,1,18,750.3880892151348,3,0.001,50029.28510409028,100000.0,8,9,0.16484954353799552,0.05358460089255624,0.06599848222188462,1.0,0,0,0.002173903153228119,0.3478859412057147,0.05555555555555555
subj04,V1,B1,2,18,36.94309954767702,3,0.001,50042.48767179543,100000.0,9,6,0.09596559920044663,0.07745245779585398,0.010322182207060514,1.0,0,0,0.001918840266935704,0.34647262041425975,0.1111111111111111
subj04,V1,B1,3,18,17.550965275067913,12,0.001,33.516026509388475,100000.0,10,8,0.14785063828992914,0.025548385358383947,0.013270521411604343,1.0,0,0,0.000708298387946312,0.34109692317201135,0.05555555555555555
subj04,V2,B0,0,18,50273.113860884216,10,0.001,151.07481342497516,100000.0,7,9,0.2251570573629329,0.2397859016066192,0.4122877442349826,1.0,0,0,-0.0026203108074475067,0.34461527699412775,0.5
subj04,V2,B0,1,18,48.62601580065353,4,0.001,16.1992570506926,100000.0,11,1,0.2821880329067291,0.1226353583639145,0.15405206425147974,1.0,0,0,-0.0011822809652999766,0.3441709308931337,0.05555555555555555
subj04,V2,B0,2,18,21.140199808778256,12,0.001,8.627639548382414,100000.0,16,2,0.44968040099078177,0.3280911624009353,0.33366425339427364,1.0,0,0,0.0021940854111464833,0.3494004774721215,0.4444444444444444
subj04,V2,B0,3,18,5.747149864916974,3,0.001,1.8819324779096727,100000.0,13,4,0.20887249850706063,0.24008154044797012,0.2184850083622197,1.0,0,0,-0.0007448612176396412,0.34444848137980594,0.4444444444444444
subj04,V2,B1,0,18,140.6090275478231,5,0.001,20.522502753365785,100000.0,15,11,0.12761212695881596,-0.07782637363736818,-0.06994211133605302,1.0,0,0,0.001008311344801696,0.3406768095648586,0.0
subj04,V2,B1,1,18,140.6090275478231,3,0.001,3.656204260683201,100000.0,15,2,0.25607163359855295,-0.16952424035456232,-0.22725440539567876,1.0,0,0,0.0033813579204551745,0.344905933761254,0.05555555555555555
subj04,V2,B1,2,18,48.62601580065353,6,0.001,5.747149864916974,100000.0,14,5,0.21531802525098875,0.17297838034421464,0.1902152544485337,1.0,0,0,0.005498802854360362,0.34629361824666494,0.16666666666666666
subj04,V2,B1,3,18,15.922827933410938,2,0.001,0.0216376503134284,100000.0,9,6,0.22654393558372427,0.03523020668343911,0.020198198121154705,1.0,0,0,-0.0018496145454085363,0.3466296872288967,0.05555555555555555
subj04,V3,B0,0,17,70.54802310718645,11,178.8649529057435,100000.0,100000.0,3,2,0.2585164141720241,0.28219758635028197,0.35525900866600885,1.0,0,0,0.0016584201323319252,0.3476823544210115,0.47058823529411764
subj04,V3,B0,1,17,23.10129700083163,5,0.001,0.9770099572992257,100000.0,15,12,0.32544335645926137,0.21759350806100478,0.21752902473484945,1.0,0,0,0.003482984093392689,0.3486664889679229,0.29411764705882354
subj04,V3,B0,2,17,27.825594022071257,3,0.001,5.21400828799969,100000.0,11,11,0.3498049372934173,0.29031564233965873,0.26493412747979256,1.0,0,0,-0.0018153402400453253,0.3401403231761254,0.4117647058823529
subj04,V3,B0,3,17,27.825594022071257,3,0.001,13.219411484660315,100000.0,13,2,0.26483355278762916,0.1698967960273624,0.21311215123274707,1.0,0,0,-6.047033555249345e-05,0.33556524076896044,0.29411764705882354
subj04,V3,B1,0,17,48.62601580065353,4,0.001,58.57020818056673,100000.0,8,7,0.07483811507087858,0.002635424316079618,-0.006575874993514439,1.0,0,0,0.000791152808851443,0.343898787172349,0.11764705882352941
subj04,V3,B1,1,17,58.57020818056673,9,0.001,178.8649529057435,100000.0,8,9,0.05090020886657434,0.02535317711526708,0.053200495929900074,1.0,0,0,0.001005255347074298,0.3392701511921643,0.0
subj04,V3,B1,2,17,70.54802310718645,2,0.001,15.922827933410938,100000.0,11,8,0.10776635134197665,0.0331016889233976,0.04849321486984175,1.0,0,0,0.002897675273545622,0.3388127359485716,0.0
subj04,V3,B1,3,17,312.57158496882414,5,0.001,0.9770099572992257,100000.0,8,6,0.061025860490379974,-0.164417504675166,-0.22081588107420355,1.0,0,0,-0.0016937136168887338,0.3439705650450156,0.058823529411764705
subj04,hV4,B0,0,10,1.5167611328239397,8,0.001,0.001,100000.0,5,10,0.1493403695357775,0.01800506851509185,0.04444417474780062,1.0,0,0,-0.005393670320851465,0.3433402445221066,0.1
subj04,hV4,B0,1,10,3.315741225463248,2,0.001,4.270821616422758,376.49358067924715,9,7,0.14311385856608289,0.14921660769429984,0.10723701476221784,1.0,0,0,-0.00021599930185033447,0.34963720101228246,0.2
subj04,hV4,B0,2,10,0.709237081463403,2,3.5938136638046294,100000.0,100000.0,2,1,0.3795427384854775,-0.061200808072589465,-0.01925960560567337,1.0,0,0,-0.0020296417759536017,0.347984110914578,0.1
subj04,hV4,B0,3,10,5.747149864916974,5,0.001,8.627639548382414,100000.0,9,7,0.270693931735866,-0.03702996139222718,-0.11043663376795407,1.0,0,0,0.001930319031031773,0.34585681349456615,0.1
subj04,hV4,B1,0,10,0.40606541539484364,1,0.001,0.002400691954420549,7390.722033525791,8,1,-0.0011366501351112474,0.010733375231350716,0.017962617958635005,1.0,0,0,0.00035881184821488516,0.3449188830516188,0.0
subj04,hV4,B1,1,10,1.5353110702725594,3,0.001,176.47087877739486,100000.0,6,7,0.15865810834586477,0.1493018336039512,0.14919844504679125,1.0,0,0,-0.002218329556688473,0.33890306641614854,0.3
subj04,hV4,B1,2,10,0.001,5,0.001,1.2209325838598533,100000.0,6,3,0.11398481829531963,-0.20241672371227254,-0.18066217498645806,1.0,0,0,0.0011053776024275662,0.3442376127190375,0.0
subj04,hV4,B1,3,10,32.425249811200494,9,0.001,17.786269408868563,100000.0,5,2,0.06520563043272512,0.08708263749950908,0.071177768689932,1.0,0,0,-0.005682603718800937,0.3377987240031215,0.2
subj04,ventral,B0,0,153,546.2277217684348,3,0.001,23.10129700083163,100000.0,64,5,0.20910414601966112,0.16998439770709617,0.19951130122571786,1.0,0,0,-4.1145419656434605e-07,0.3453420240710903,0.26143790849673204
subj04,ventral,B0,1,153,453.48785081285916,12,0.001,453.48785081285916,100000.0,46,12,0.23780188530026938,0.09292407978815641,0.08332927195432233,1.0,0,0,0.003132273451166777,0.3441500103341126,0.13071895424836602
subj04,ventral,B0,2,153,70.54802310718645,1,0.001,0.1261856883066021,100000.0,73,5,0.10472276133808803,0.08070707528974035,0.08027833750770176,1.0,0,0,-3.6576710883254636e-05,0.34507773990528956,0.12418300653594772
subj04,ventral,B0,3,153,178.8649529057435,4,0.001,27.825594022071257,100000.0,63,12,0.26126281737073287,0.07638592656912233,0.07201910159858957,1.0,0,0,0.0007511181865750284,0.34195402536286473,0.17647058823529413
subj04,ventral,B1,0,153,27.825594022071257,4,0.001,1.4174741629268062,100000.0,65,12,0.03187886094590961,0.04763183701203125,0.004214032809288422,1.0,0,0,-0.0007829552924078309,0.3409139431806786,0.09803921568627451
subj04,ventral,B1,1,153,1149.756995397738,7,0.001,27.825594022071257,100000.0,48,3,0.031196989143446683,0.033072714119006606,0.033517817055032574,1.0,0,0,0.0010274029682845883,0.3431036259644965,0.026143790849673203
subj04,ventral,B1,2,153,376.49358067924715,6,0.001,6.280291441834259,100000.0,52,12,0.09903793332970548,-0.0003536667369221995,0.01330674283926411,1.0,0,0,-0.0015420625336405476,0.3436847948028402,0.0196078431372549
subj04,ventral,B1,3,153,0.001,12,0.001,102.35310218990269,100000.0,50,9,0.1130802732775469,0.02629474104566883,0.007759850633113782,1.0,0,0,0.0004958061670383833,0.3414857781856807,0.0915032679738562
subj04,lateral,B0,0,143,100000.0,8,0.001,0.4641588833612782,100000.0,52,7,0.234171973239718,0.17602040529821,0.17317161823294044,1.0,0,0,-0.0008677702922881414,0.34101081240743547,0.25874125874125875
subj04,lateral,B0,1,143,148.49682622544665,8,0.001,1668.100537200059,100000.0,49,11,0.2929431608740683,0.07894970180224642,0.07036396300203693,1.0,0,0,0.000495705488133609,0.34038470493265316,0.06293706293706294
subj04,lateral,B0,2,143,546.2277217684348,4,0.001,23.10129700083163,100000.0,65,4,0.26846680908721876,0.19384442147380282,0.1998511870534965,1.0,0,0,0.0012531157291542439,0.3426305235227193,0.26573426573426573
subj04,lateral,B0,3,143,178.8649529057435,8,0.001,312.57158496882414,100000.0,44,12,0.18355500026099786,-0.015987564835361463,-0.032564971083745564,1.0,0,0,0.0009341028942212549,0.34856145811701134,0.06293706293706294
subj04,lateral,B1,0,143,2.9836472402833403,12,0.001,657.9332246575682,100000.0,42,11,0.05348261923234628,-0.09277861539304323,-0.11039782791603235,1.0,0,0,0.001013500938573196,0.34201073510043173,0.02097902097902098
subj04,lateral,B1,1,143,102.35310218990269,12,0.001,48.62601580065353,100000.0,51,5,0.18527023264365264,0.004252592663832144,0.014216898141703418,1.0,0,0,0.0016644583783527141,0.3426336779974744,0.04195804195804196
subj04,lateral,B1,2,143,792.4828983539186,9,0.001,9.111627561154895,100000.0,48,9,0.12360936386706468,-0.07367112790202303,-0.10212495955765181,1.0,0,0,-0.003109308028103418,0.3399509181466968,0.03496503496503497
subj04,lateral,B1,3,143,123.28467394420684,9,0.001,19.179102616724887,100000.0,46,12,0.09259714728155054,0.002428192377537018,0.015343508335613596,1.0,0,0,-0.0009390100445113162,0.3416266449321414,0.06293706293706294
subj04,parietal,B0,0,67,1.7073526474706922,12,0.001,0.1261856883066021,100000.0,21,12,0.06490518076406533,-0.0046940684846445155,0.005114756154301613,1.0,0,0,-3.1668667616096076e-05,0.344185842720164,0.0
subj04,parietal,B0,1,67,100000.0,12,0.001,215.44346900318865,100000.0,27,10,0.11087030593193478,0.00322789857424412,0.0009628800420509259,1.0,0,0,0.0009575400416251649,0.34178069492716373,0.029850746268656716
subj04,parietal,B0,2,67,48.62601580065353,12,0.001,1.1768119524349991,100000.0,37,2,0.20057260748231842,0.13345800831027121,0.15292330739224813,1.0,0,0,-0.005134029754217109,0.3372321744319308,0.05970149253731343
subj04,parietal,B0,3,67,58.57020818056673,12,0.001,2.9836472402833403,100000.0,28,11,0.06093122212905638,0.024732588010840755,0.042498127952524035,1.0,0,0,0.0005677110338556468,0.34282304130180535,0.014925373134328358
subj04,parietal,B1,0,67,0.001,9,0.001,0.03430469286314919,100000.0,27,11,0.13341831893358638,-0.008043221430978648,0.007689895764470193,1.0,0,0,0.0015603530095471955,0.34869088348972355,0.04477611940298507
subj04,parietal,B1,1,67,215.44346900318865,4,0.001,2.0565123083486534,100000.0,33,12,0.0958358896774434,0.011263974501357509,-0.019468605207236252,1.0,0,0,0.001056131721445531,0.33751213663911406,0.029850746268656716
subj04,parietal,B1,2,67,123.28467394420684,12,0.001,1.7073526474706922,100000.0,30,1,0.15193823069896964,-0.007095778563329128,0.0425430804029502,1.0,0,0,-0.002739196116960886,0.342747900163499,0.014925373134328358
subj04,parietal,B1,3,67,1.1768119524349991,2,0.001,0.31992671377973847,100000.0,39,12,0.08959510321812275,0.0004037616930186984,-0.016159030931075354,1.0,0,0,0.002820133479903983,0.34404826130377303,0.05970149253731343
subj05,V1,B0,0,23,23.10129700083163,8,0.001,100000.0,100000.0,3,2,0.48383445244044154,0.3301333431341302,0.33443557683569763,1.0,0,0,-0.0014306794853551805,0.35760557841152324,0.34782608695652173
subj05,V1,B0,1,23,2.4770763559917115,12,9.111627561154895,100000.0,100000.0,6,4,0.40567335875880817,0.03220213867862207,0.013589602953683139,1.0,0,0,0.002275102487895007,0.35475206056149217,0.08695652173913043
subj05,V1,B0,2,23,657.9332246575682,7,0.001,100000.0,100000.0,9,7,0.3402632069538739,0.5520840423535838,0.6037565426843141,1.0,0,0,0.002675019668335761,0.3723323726512803,0.8695652173913043
subj05,V1,B0,3,23,10.974987654930567,3,33.516026509388475,453.48785081285916,100000.0,13,4,0.5274970475214903,0.37556289385090696,0.3706176901228749,1.0,0,0,-0.0012034239559799787,0.35640301493489585,0.5652173913043478
subj05,V1,B1,0,23,7.56463327554629,12,0.10476157527896651,453.48785081285916,100000.0,14,10,0.20491083471819466,-0.20571386617396994,-0.2272479646832414,1.0,0,0,0.0009377619185081745,0.34136860712070627,0.0
subj05,V1,B1,1,23,10.974987654930567,6,0.001,2420.1282647943835,100000.0,12,8,0.23802463906593624,-0.045636358851539646,-0.06348389836660272,1.0,0,0,-0.0013556646322135384,0.3386017602599009,0.043478260869565216
subj05,V1,B1,2,23,5.21400828799969,9,0.3853528593710531,33.516026509388475,100000.0,15,9,0.21698547698108378,0.22211864627009575,0.25016500559614435,1.0,0,0,-0.0048969234431061135,0.3303455178419437,0.30434782608695654
subj05,V1,B1,3,23,2.4770763559917115,8,0.001,0.07220809018385467,100000.0,10,1,0.21810298964732971,-0.14518010947370724,-0.17481753435215025,1.0,0,0,-0.00037704524837613276,0.3414552098686029,0.0
subj05,V2,B0,0,22,93.66422289038363,5,0.001,0.04421439185812607,100000.0,13,7,0.37547023216439795,0.26170940176722124,0.30545448554015564,1.0,0,0,0.002057504187782295,0.3403168796541385,0.36363636363636365
subj05,V2,B0,1,22,14.571119709035626,7,0.001,100000.0,100000.0,10,2,0.45637719871614807,0.21586435762176134,0.21077086822080754,1.0,0,0,0.007751611655715338,0.34386096844151387,0.18181818181818182
subj05,V2,B0,2,22,12.09719956979544,12,0.3853528593710531,288.386262378533,100000.0,12,3,0.5039261384002282,0.3105718054314359,0.3485293084519261,1.0,0,0,-0.008432427895028745,0.3257673033595922,0.5454545454545454
subj05,V2,B0,3,22,5.21400828799969,11,0.001,100000.0,100000.0,9,7,0.3979104985908755,0.46464657478951604,0.5048920639117527,1.0,0,0,-0.004828212831666625,0.3302094031150906,0.7727272727272727
subj05,V2,B1,0,22,1.7073526474706922,5,0.001,44.498094193309555,100000.0,14,1,0.20840647363287684,0.09226817077149557,0.1520968805832723,1.0,0,0,-0.004277582895057127,0.3447417212565144,0.13636363636363635
subj05,V2,B1,1,22,5.21400828799969,6,0.001,100000.0,100000.0,8,10,0.24739920326422152,0.17256711114672066,0.15683581250000533,1.0,0,0,0.0011067650923103224,0.34458450229933074,0.2727272727272727
subj05,V2,B1,2,22,9.269810465238429,4,0.001,5.30452636145866,100000.0,13,1,0.2750729496900915,-0.016100940450826304,0.022992343058525887,1.0,0,0,0.0016176102388648882,0.340026659573493,0.045454545454545456
subj05,V2,B1,3,22,9.111627561154895,7,0.001,6.979317447606954,100000.0,14,4,0.09566326386799405,0.17712299005661694,0.18755026445897255,1.0,0,0,-0.0010437023167141736,0.34590965101046345,0.22727272727272727
subj05,V3,B0,0,19,15.922827933410938,6,0.001,13.219411484660315,100000.0,13,12,0.24111698347203736,0.25287294339769173,0.4158944332453283,1.0,0,0,0.00029963416370054526,0.3492041023281439,0.5789473684210527
subj05,V3,B0,1,19,40.37017258596558,12,0.001,33.516026509388475,100000.0,12,12,0.2909856524245799,0.2153013535722298,0.2604774478243637,1.0,0,0,-0.0018683542833803602,0.34046229662770755,0.3684210526315789
subj05,V3,B0,2,19,546.2277217684348,10,2.0565123083486534,10722.672220103253,100000.0,10,6,0.2212425673521298,0.21290732717554278,0.2826440867493314,1.0,0,0,-0.0005016359963059384,0.33921530360095054,0.3684210526315789
subj05,V3,B0,3,19,215.44346900318865,5,0.18307382802953698,100000.0,100000.0,8,9,0.29001999383697025,0.14257695596055686,0.18676188530762644,1.0,0,0,0.0035608775869728775,0.35201933379499445,0.21052631578947367
subj05,V3,B1,0,19,10.974987654930567,11,0.001,102.35310218990269,100000.0,9,2,0.2271478514565185,0.08028010004730539,0.012022810091619799,1.0,0,0,0.004519774525337509,0.3400462398819097,0.05263157894736842
subj05,V3,B1,1,19,23.10129700083163,11,0.001,2.4770763559917115,100000.0,7,12,0.1724599643405441,0.06384912779602199,0.08441508711957443,1.0,0,0,-0.0012334602158264251,0.337052597528011,0.15789473684210525
